family,tool,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength,sp
RF00056,mafft,RF00056_mafft.fasta,0.813571,0.129643,0.056786,0.442579,0.718711,0.961424,0.751259,0.728223,140,0.9189044676806084
RF00059,mafft,RF00059_mafft.fasta,0.241819,0.134161,0.62402,0.03972,0.823339,0.711512,0.78579,0.184654,282,0.760704749813489
RF00060,mafft,RF00060_mafft.fasta,0.844444,0.118519,0.037037,0.656075,1.0,0.917889,0.76306,0.740741,135,0.9568627450980391
RF00061,mafft,RF00061_mafft.fasta,0.893808,0.035479,0.070713,0.848454,0.97095,0.986334,0.931108,0.843177,356,0.9940274108473974
RF00062,mafft,RF00062_mafft.fasta,0.655294,0.135294,0.209412,0.580764,0.980412,0.94187,0.786982,0.501176,170,0.742714404662781
RF00063,mafft,RF00063_mafft.fasta,0.814433,0.17732,0.008247,0.492962,0.0,0.936093,0.783333,0.704124,97,0.987460815047022
RF00064,mafft,RF00064_mafft.fasta,0.749831,0.181695,0.068475,0.435532,0.950902,0.945108,0.748299,0.60339,295,0.7751322751322751
RF00065,mafft,RF00065_mafft.fasta,0.87218,0.088722,0.039098,0.728958,0.73165,0.954601,0.84697,0.803759,133,0.9348171701112876
RF00067,mafft,RF00067_mafft.fasta,0.645674,0.238773,0.115553,0.19444,0.839987,0.871775,0.669421,0.52322,166,0.6376364804110469
RF00069,mafft,RF00069_mafft.fasta,0.591737,0.172269,0.235994,0.345043,0.849031,0.832381,0.698727,0.479099,102,0.7260856361979957
RF00072,mafft,RF00072_mafft.fasta,0.743056,0.195602,0.061343,0.37062,0.7678,0.885999,0.70979,0.612037,144,0.7444444444444445
RF00073,mafft,RF00073_mafft.fasta,0.695192,0.160577,0.144231,0.413215,0.798462,0.874796,0.766019,0.583547,104,0.758850146393399
RF00075,mafft,RF00075_mafft.fasta,0.375555,0.183042,0.441403,-0.001967,0.932299,0.922946,0.799911,0.27734,218,0.7398430474944822
RF00076,mafft,RF00076_mafft.fasta,0.602732,0.195023,0.202246,0.258657,0.724719,0.904713,0.714437,0.516368,97,0.7950844326043054
RF00078,mafft,RF00078_mafft.fasta,0.638569,0.127956,0.233475,0.482558,0.761399,0.839901,0.727941,0.548135,97,0.724818739542666
RF00079,mafft,RF00079_mafft.fasta,0.730487,0.154729,0.114784,0.458911,0.81125,0.946121,0.75,0.653548,99,0.7956517194522839
RF00080,mafft,RF00080_mafft.fasta,0.474269,0.196578,0.329154,0.178828,0.855398,0.822647,0.732529,0.355062,264,0.406453789071284
RF00081,mafft,RF00081_mafft.fasta,0.833834,0.133133,0.033033,0.500721,0.61253,0.97113,0.80404,0.735736,111,0.8313157894736842
RF00082,mafft,RF00082_mafft.fasta,0.724702,0.172619,0.102679,0.455132,0.876493,0.93759,0.727001,0.601438,192,0.7338943702843876
RF00083,mafft,RF00083_mafft.fasta,0.729776,0.119143,0.151081,0.548955,0.840608,0.936635,0.764977,0.650143,249,0.93180241597895
RF00084,mafft,RF00084_mafft.fasta,0.872093,0.112403,0.015504,0.684178,1.0,0.937929,0.820039,0.784238,258,0.9113333333333332
RF00086,mafft,RF00086_mafft.fasta,0.73494,0.137048,0.128012,0.528416,0.742233,0.887609,0.728659,0.626076,83,0.742392444910808
RF00087,mafft,RF00087_mafft.fasta,0.819853,0.116912,0.063235,0.544243,0.601626,0.95525,0.789278,0.74421,80,0.8720288837629124
RF00088,mafft,RF00088_mafft.fasta,0.815132,0.101974,0.082895,0.562365,0.571561,0.951205,0.801333,0.742036,76,0.962616105012666
RF00089,mafft,RF00089_mafft.fasta,0.761134,0.138664,0.100202,0.404815,0.57179,0.921337,0.742564,0.666802,76,0.8920736515003942
RF00090,mafft,RF00090_mafft.fasta,0.789583,0.117045,0.093371,0.500098,0.723304,0.943211,0.732686,0.703969,220,0.9426058355045548
RF00091,mafft,RF00091_mafft.fasta,0.765415,0.160524,0.074061,0.46766,0.668201,0.930581,0.711586,0.684754,166,0.932206710751898
RF00092,mafft,RF00092_mafft.fasta,0.841667,0.112037,0.046296,0.607332,0.808947,0.945142,0.786381,0.752646,135,0.9455840455840456
RF00093,mafft,RF00093_mafft.fasta,0.575243,0.151699,0.273058,0.30895,0.817308,0.85178,0.770833,0.46246,103,0.8276406952716665
RF00095,mafft,RF00095_mafft.fasta,0.617143,0.273016,0.109841,0.021312,0.756142,0.799558,0.630968,0.521058,63,0.8877271595718198
RF00096,mafft,RF00096_mafft.fasta,0.64523,0.183614,0.171156,0.184409,0.592507,0.876413,0.6393,0.536147,162,0.825386666102448
RF00099,mafft,RF00099_mafft.fasta,0.76238,0.117026,0.120594,0.48581,0.540414,0.942182,0.699626,0.684857,143,0.9422930486859526
RF00100,mafft,RF00100_mafft.fasta,0.730064,0.077239,0.192698,0.544509,0.850101,0.951494,0.832743,0.644251,399,0.8500018879777013
RF00103,mafft,RF00103_mafft.fasta,0.623226,0.203477,0.173296,0.191968,0.754113,0.873772,0.680491,0.544092,89,0.9050719864496096
RF00104,mafft,RF00104_mafft.fasta,0.699719,0.226793,0.073488,0.236093,0.656718,0.925861,0.661325,0.614185,79,0.9316318844432628
RF00105,mafft,RF00105_mafft.fasta,0.899926,0.061012,0.039062,0.691515,0.829087,0.989703,0.870858,0.83871,84,0.9697139224411953
RF00106,mafft,RF00106_mafft.fasta,0.761111,0.187963,0.050926,0.442833,1.0,0.905957,0.68972,0.670782,108,0.8643061359137894
RF00107,mafft,RF00107_mafft.fasta,0.915612,0.065401,0.018987,0.791932,1.0,0.965499,0.899573,0.867511,79,0.937719298245614
RF00108,mafft,RF00108_mafft.fasta,0.719211,0.103614,0.177176,0.541454,0.688427,0.917204,0.740699,0.656515,113,0.9543284019334992
RF00109,mafft,RF00109_mafft.fasta,0.709211,0.152632,0.138158,0.343122,0.833815,0.918536,0.757495,0.589254,80,0.7668794390002697
RF00110,mafft,RF00110_mafft.fasta,0.845679,0.12963,0.024691,0.57403,0.804554,0.923619,0.795312,0.765432,81,0.8801102434542949
RF00112,mafft,RF00112_mafft.fasta,0.808662,0.140918,0.05042,0.541554,0.782907,0.970277,0.776471,0.735133,91,0.922671959955122
RF00114,mafft,RF00114_mafft.fasta,0.519636,0.219085,0.261279,0.09241,0.785795,0.853808,0.683815,0.430822,158,0.7787600202464893
RF00115,mafft,RF00115_mafft.fasta,0.911458,0.085938,0.002604,0.742017,0.0,0.969576,0.905263,0.838542,96,0.8586387434554974
RF00116,mafft,RF00116_mafft.fasta,0.987179,0.00641,0.00641,0.979198,1.0,1.0,0.980519,0.977106,78,1.0
RF00117,mafft,RF00117_mafft.fasta,0.991491,0.008509,0.0,0.968011,0.0,1.0,0.984917,0.984484,222,1.0
RF00118,mafft,RF00118_mafft.fasta,0.781513,0.12605,0.092437,0.584617,0.901878,0.926793,0.810235,0.689776,68,0.9686746987951808
RF00119,mafft,RF00119_mafft.fasta,0.982278,0.017722,0.0,0.942018,0.0,1.0,0.964103,0.967089,79,1.0
RF00122,mafft,RF00122_mafft.fasta,0.992982,0.005263,0.001754,0.981002,0.0,1.0,0.985841,0.985965,114,0.9753521126760564
RF00125,mafft,RF00125_mafft.fasta,0.909859,0.076995,0.013146,0.795342,1.0,0.992502,0.903774,0.857746,213,0.9463858305409286
RF00126,mafft,RF00126_mafft.fasta,0.79707,0.163273,0.039657,0.489544,0.939418,0.943901,0.742294,0.697392,311,0.9469791566612236
RF00129,mafft,RF00129_mafft.fasta,0.794663,0.107138,0.098199,0.575528,0.870208,0.941898,0.811435,0.729445,83,0.9781229298452986
RF00130,mafft,RF00130_mafft.fasta,0.525069,0.125624,0.349306,0.559273,0.900012,0.86804,0.804778,0.464851,115,0.9544196008776512
RF00131,mafft,RF00131_mafft.fasta,0.625479,0.222454,0.152067,0.16631,0.676106,0.831118,0.689728,0.550421,85,0.9098094239576036
RF00133,mafft,RF00133_mafft.fasta,0.564293,0.206051,0.229656,0.125075,0.560373,0.771463,0.635646,0.464323,108,0.782987633915217
RF00134,mafft,RF00134_mafft.fasta,0.613845,0.173895,0.21226,0.343387,0.788213,0.831278,0.681818,0.508678,109,0.7829771554900515
RF00135,mafft,RF00135_mafft.fasta,0.901053,0.090526,0.008421,0.709613,0.0,0.995047,0.882979,0.825263,95,1.0
RF00136,mafft,RF00136_mafft.fasta,0.777376,0.092459,0.130165,0.547939,0.719389,0.963631,0.818182,0.696773,88,0.972777713559126
RF00137,mafft,RF00137_mafft.fasta,0.866071,0.094643,0.039286,0.718199,0.849241,0.970921,0.810127,0.796429,80,0.9292035398230089
RF00140,mafft,RF00140_mafft.fasta,0.631811,0.204527,0.163662,0.133345,0.724391,0.873687,0.70422,0.52582,128,0.6881922758694318
RF00142,mafft,RF00142_mafft.fasta,0.832468,0.111688,0.055844,0.642584,1.0,0.974492,0.836173,0.729004,110,0.8960538979788258
RF00143,mafft,RF00143_mafft.fasta,0.606771,0.166956,0.226273,0.380709,0.817758,0.90735,0.769006,0.539335,96,0.910876475930972
RF00144,mafft,RF00144_mafft.fasta,0.79939,0.099434,0.101176,0.575165,0.832568,0.935813,0.838231,0.723734,83,0.985634584465033
RF00145,mafft,RF00145_mafft.fasta,0.663636,0.210227,0.126136,0.283131,0.764716,0.871896,0.726122,0.551591,80,0.6371584699453552
RF00149,mafft,RF00149_mafft.fasta,0.725857,0.193925,0.080218,0.345905,0.915432,0.895786,0.71934,0.628009,107,0.8252473667411426
RF00150,mafft,RF00150_mafft.fasta,0.742455,0.183099,0.074447,0.4428,0.774161,0.926962,0.722449,0.624413,71,0.8138424821002387
RF00151,mafft,RF00151_mafft.fasta,0.703409,0.118182,0.178409,0.504018,0.756031,0.891268,0.77944,0.639867,80,0.939596721891398
RF00152,mafft,RF00152_mafft.fasta,0.740015,0.139785,0.1202,0.410904,0.729452,0.924619,0.744177,0.647807,93,0.8265893994848854
RF00153,mafft,RF00153_mafft.fasta,0.90312,0.078818,0.018062,0.649371,0.641026,0.994623,0.850498,0.83327,87,0.9592842323651452
RF00154,mafft,RF00154_mafft.fasta,0.796739,0.1125,0.090761,0.496956,0.717257,0.937986,0.775454,0.712747,80,0.8664502534312888
RF00155,mafft,RF00155_mafft.fasta,0.828252,0.106294,0.065455,0.552639,0.764055,0.964233,0.795493,0.758881,143,0.980303641682639
RF00157,mafft,RF00157_mafft.fasta,0.825,0.101744,0.073256,0.561752,0.628479,0.948563,0.777647,0.755875,86,0.9720270360704008
RF00159,mafft,RF00159_mafft.fasta,0.876471,0.088235,0.035294,0.711268,1.0,0.942628,0.831349,0.804706,85,0.9238410596026492
RF00160,mafft,RF00160_mafft.fasta,0.782828,0.119192,0.09798,0.545583,0.91338,0.958678,0.804082,0.674523,99,0.8106821787414067
RF00161,mafft,RF00161_mafft.fasta,0.851923,0.111538,0.036538,0.618437,0.72199,0.942767,0.800781,0.778022,65,0.903206997084548
RF00162,mafft,RF00162_mafft.fasta,0.256844,0.106554,0.636602,-0.108609,0.735674,0.718949,0.779161,0.207764,302,0.8022533690849133
RF00163,mafft,RF00163_mafft.fasta,0.381579,0.070086,0.548335,0.705178,0.962353,0.849953,0.868506,0.223853,133,0.6302080428356295
RF00165,mafft,RF00165_mafft.fasta,0.596154,0.309106,0.09474,-0.060847,0.475751,0.82578,0.596728,0.481168,68,0.7731769879076584
RF00166,mafft,RF00166_mafft.fasta,0.694805,0.143579,0.161616,0.453163,0.826226,0.879188,0.698983,0.603154,154,0.7160664458758181
RF00167,mafft,RF00167_mafft.fasta,0.589679,0.326931,0.08339,-0.109392,0.493767,0.795237,0.580948,0.497472,110,0.9496475085536475
RF00168,mafft,RF00168_mafft.fasta,0.413499,0.273647,0.312854,-0.015528,0.837444,0.723373,0.648536,0.312382,267,0.7653957531540887
RF00169,mafft,RF00169_mafft.fasta,0.406955,0.252756,0.340289,-0.205951,0.775241,0.754442,0.689833,0.299791,130,0.6924097031709352
RF00171,mafft,RF00171_mafft.fasta,0.704094,0.143275,0.152632,0.472928,0.870121,0.940084,0.777778,0.583772,190,0.85243766282099
RF00172,mafft,RF00172_mafft.fasta,0.753788,0.145202,0.10101,0.49378,0.869655,0.927267,0.731801,0.638258,88,0.7435424354243543
RF00174,mafft,RF00174_mafft.fasta,0.157921,0.094755,0.747324,-0.190779,0.763293,0.655346,0.833104,0.10857,798,0.5497360159389971
RF00176,mafft,RF00176_mafft.fasta,0.949275,0.042271,0.008454,0.834461,0.530866,0.994836,0.936508,0.918159,92,0.9752489536729688
RF00178,mafft,RF00178_mafft.fasta,0.780702,0.108814,0.110485,0.539633,0.740237,0.927515,0.814392,0.70422,76,0.970297978346268
RF00179,mafft,RF00179_mafft.fasta,0.964789,0.024648,0.010563,0.906228,0.884885,1.0,0.976786,0.934608,71,0.9604722792607804
RF00183,mafft,RF00183_mafft.fasta,0.840278,0.106061,0.053662,0.559299,0.754147,0.97644,0.780612,0.747811,99,0.8773766877927803
RF00187,mafft,RF00187_mafft.fasta,0.89697,0.052121,0.050909,0.801313,0.61041,0.974049,0.839066,0.847758,75,0.9125455491931286
RF00188,mafft,RF00188_mafft.fasta,0.75295,0.108838,0.138211,0.581061,0.831622,0.924165,0.77386,0.670968,93,0.964975845410628
RF00189,mafft,RF00189_mafft.fasta,0.939076,0.058824,0.002101,0.812765,0.0,1.0,0.936034,0.901961,68,0.9873417721518988
RF00190,mafft,RF00190_mafft.fasta,0.751264,0.151264,0.097471,0.320044,0.668483,0.947245,0.711409,0.651872,150,0.8868694362017804
RF00193,mafft,RF00193_mafft.fasta,0.981818,0.011313,0.006869,0.964018,0.0,0.996658,0.963909,0.972525,275,0.9949021207177814
RF00194,mafft,RF00194_mafft.fasta,0.957108,0.025735,0.017157,0.884372,1.0,1.0,0.950249,0.922048,68,0.9902966148417688
RF00196,mafft,RF00196_mafft.fasta,0.971429,0.028571,0.0,0.926619,0.0,0.985507,0.941176,0.958095,35,1.0
RF00198,mafft,RF00198_mafft.fasta,0.921833,0.058288,0.019879,0.786724,0.551655,0.972321,0.885034,0.89398,106,0.9870668681332752
RF00199,mafft,RF00199_mafft.fasta,0.729894,0.143122,0.126984,0.45453,0.843869,0.908951,0.745333,0.643842,126,0.8728936069216994
RF00201,mafft,RF00201_mafft.fasta,0.952795,0.04472,0.002484,0.858509,0.0,1.0,0.922306,0.920083,115,0.9750415973377704
RF00203,mafft,RF00203_mafft.fasta,0.686343,0.144676,0.168981,0.447621,0.896218,0.914917,0.752047,0.560475,96,0.8110119047619048
RF00205,mafft,RF00205_mafft.fasta,0.820779,0.04026,0.138961,0.833612,0.975552,0.976537,0.910878,0.7329,110,0.9269994632313472
RF00206,mafft,RF00206_mafft.fasta,0.661094,0.203141,0.135765,0.299794,0.72953,0.85774,0.708141,0.571125,94,0.7763469598493592
RF00208,mafft,RF00208_mafft.fasta,0.983908,0.016092,0.0,0.952785,0.0,1.0,0.967442,0.972414,87,1.0
RF00209,mafft,RF00209_mafft.fasta,0.893846,0.067552,0.038601,0.701799,0.742309,0.983492,0.878456,0.842914,286,0.9779827033093034
RF00210,mafft,RF00210_mafft.fasta,0.780336,0.097413,0.122252,0.574101,0.837551,0.957996,0.809089,0.721685,526,0.9472097999809392
RF00212,mafft,RF00212_mafft.fasta,0.778865,0.154599,0.066536,0.529147,0.847146,0.927974,0.779762,0.669928,73,0.7278712509144111
RF00213,mafft,RF00213_mafft.fasta,0.516069,0.23987,0.244061,0.021251,0.825312,0.791121,0.6875,0.383998,113,0.7137719969395563
RF00214,mafft,RF00214_mafft.fasta,0.886383,0.073191,0.040426,0.737068,1.0,0.973698,0.833978,0.840567,94,0.9731468739539556
RF00215,mafft,RF00215_mafft.fasta,0.867347,0.125,0.007653,0.484444,1.0,0.993119,0.821946,0.784543,70,0.9511932669766728
RF00217,mafft,RF00217_mafft.fasta,0.888278,0.059524,0.052198,0.756236,0.788383,0.973091,0.834106,0.835928,84,0.9435838904288276
RF00222,mafft,RF00222_mafft.fasta,0.826425,0.127807,0.045769,0.522553,0.955782,0.972823,0.76381,0.744091,386,0.9666265627452006
RF00223,mafft,RF00223_mafft.fasta,0.823506,0.087044,0.08945,0.657984,0.95979,0.970177,0.845411,0.730245,277,0.9251269035532996
RF00224,mafft,RF00224_mafft.fasta,0.921296,0.057209,0.021495,0.796947,0.987326,0.994474,0.890325,0.859656,504,0.9529767633713736
RF00225,mafft,RF00225_mafft.fasta,0.903525,0.079777,0.016698,0.772929,1.0,0.992448,0.854342,0.857452,154,0.9848628192999054
RF00226,mafft,RF00226_mafft.fasta,0.791913,0.16568,0.042406,0.617774,0.951932,0.881602,0.827893,0.71499,338,0.6636873830804406
RF00231,mafft,RF00231_mafft.fasta,0.81186,0.123009,0.065131,0.484025,0.639436,0.957399,0.732449,0.727742,293,0.9631358660656794
RF00232,mafft,RF00232_mafft.fasta,0.922353,0.045882,0.031765,0.887235,1.0,0.994531,0.913609,0.870588,170,0.9386733416770964
RF00233,mafft,RF00233_mafft.fasta,0.576441,0.156015,0.267544,0.438313,0.878911,0.897948,0.706068,0.482503,114,0.904019196160768
RF00234,mafft,RF00234_mafft.fasta,0.535396,0.232302,0.232302,0.113331,0.8594,0.796582,0.666431,0.404539,237,0.7113730487416374
RF00236,mafft,RF00236_mafft.fasta,0.738956,0.19759,0.063454,0.329218,0.789402,0.924706,0.727642,0.636489,83,0.7863595877338083
RF00237,mafft,RF00237_mafft.fasta,0.594048,0.194097,0.211854,0.025441,0.725319,0.871913,0.690644,0.50438,95,0.8792726120161396
RF00241,mafft,RF00241_mafft.fasta,0.57282,0.205705,0.221475,0.21213,0.652062,0.844782,0.67293,0.501792,87,0.8875228559195945
RF00243,mafft,RF00243_mafft.fasta,0.893393,0.085586,0.021021,0.732717,0.816228,0.950441,0.84697,0.831231,111,0.9438202247191012
RF00244,mafft,RF00244_mafft.fasta,0.700348,0.179588,0.120064,0.2962,0.808385,0.885623,0.736556,0.605548,84,0.963174825480885
RF00245,mafft,RF00245_mafft.fasta,0.685318,0.173607,0.141076,0.345818,0.793415,0.888323,0.733765,0.598259,87,0.8550921151137892
RF00247,mafft,RF00247_mafft.fasta,0.554745,0.137643,0.307612,0.566243,0.960749,0.895817,0.779412,0.431352,137,0.8296337402885683
RF00250,mafft,RF00250_mafft.fasta,0.89158,0.102086,0.006334,0.564247,0.0,0.992287,0.829545,0.824854,61,0.9686140350877191
RF00251,mafft,RF00251_mafft.fasta,0.439614,0.164251,0.396135,0.213244,0.866272,0.902518,0.803304,0.376743,126,0.8582307160507348
RF00252,mafft,RF00252_mafft.fasta,0.858889,0.051667,0.089444,0.770418,0.949311,0.989785,0.913456,0.802386,200,0.9164915585827114
RF00253,mafft,RF00253_mafft.fasta,0.843164,0.112994,0.043842,0.651107,0.909964,0.95304,0.826386,0.781196,75,1.0
RF00254,mafft,RF00254_mafft.fasta,0.611565,0.181633,0.206803,0.300818,1.0,0.885449,0.788462,0.521507,105,0.9030269058295964
RF00257,mafft,RF00257_mafft.fasta,0.710819,0.185794,0.103387,0.300027,0.79252,0.865239,0.770077,0.625345,86,0.970232796525586
RF00258,mafft,RF00258_mafft.fasta,0.906085,0.082011,0.011905,0.716879,0.0,0.994373,0.843373,0.85119,84,0.9543624161073826
RF00259,mafft,RF00259_mafft.fasta,0.945562,0.050888,0.00355,0.830208,1.0,1.0,0.916667,0.898225,169,1.0
RF00262,mafft,RF00262_mafft.fasta,0.921429,0.05,0.028571,0.837744,1.0,0.987204,0.92029,0.857143,70,0.8088235294117647
RF00264,mafft,RF00264_mafft.fasta,0.751852,0.233333,0.014815,0.387827,1.0,0.823973,0.683769,0.660317,135,0.8727672437482825
RF00265,mafft,RF00265_mafft.fasta,0.826724,0.086207,0.087069,0.637126,1.0,0.959908,0.767795,0.753908,145,0.9872139112645442
RF00267,mafft,RF00267_mafft.fasta,0.714286,0.173565,0.11215,0.39146,0.730094,0.904439,0.71496,0.617747,107,0.873481057898499
RF00270,mafft,RF00270_mafft.fasta,0.649621,0.167298,0.183081,0.203264,0.708446,0.89267,0.709451,0.545202,88,0.7854875179864331
RF00272,mafft,RF00272_mafft.fasta,0.80318,0.127193,0.069627,0.584048,0.868778,0.934329,0.77649,0.725478,152,0.9263480929416924
RF00273,mafft,RF00273_mafft.fasta,0.725694,0.144345,0.12996,0.462482,0.715823,0.862186,0.721386,0.655021,84,0.8906162678453488
RF00274,mafft,RF00274_mafft.fasta,0.748144,0.11824,0.133616,0.472292,0.778564,0.935039,0.791197,0.657669,82,0.9
RF00275,mafft,RF00275_mafft.fasta,0.871032,0.109127,0.019841,0.59945,0.822749,0.985921,0.78672,0.776455,72,0.9918256130790192
RF00277,mafft,RF00277_mafft.fasta,0.762206,0.146474,0.09132,0.379008,0.578254,0.903886,0.761447,0.685554,79,0.936336223143611
RF00278,mafft,RF00278_mafft.fasta,0.821356,0.118927,0.059717,0.520914,0.57309,0.941308,0.781026,0.753117,76,0.911860814271836
