family,tool,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF00797,mafft,0.875,0.0625,0.0625,0.814919,1.0,0.934195,0.853333,0.785088,76
RF00806,mafft,0.889655,0.025287,0.085057,0.917539,0.972312,1.0,0.94186,0.794253,87
RF00808,mafft,0.775034,0.141289,0.083676,0.529972,0.925707,0.890892,0.7625,0.678326,81
RF00816,mafft,0.873563,0.04023,0.086207,0.884118,0.954612,0.969312,0.936047,0.775862,87
RF00829,mafft,0.923077,0.033989,0.042934,0.880604,0.912644,0.989824,0.931222,0.875671,86
RF00831,mafft,0.762887,0.14433,0.092784,0.509251,0.906368,0.943474,0.8,0.612371,97
RF00838,mafft,0.51,0.256818,0.233182,0.003647,0.817274,0.838434,0.710055,0.422844,100
RF00849,mafft,0.888889,0.069444,0.041667,0.767919,1.0,0.98701,0.861972,0.798611,72
RF00854,mafft,0.894366,0.057512,0.048122,0.80728,0.746944,0.961311,0.890476,0.854033,71
RF00886,mafft,0.840838,0.081501,0.077661,0.641552,0.973214,0.976334,0.812632,0.779695,191
RF00897,mafft,0.960861,0.035225,0.003914,0.883515,0.0,1.0,0.926587,0.932811,73
RF00900,mafft,0.891525,0.101695,0.00678,0.701851,1.0,0.972185,0.858621,0.822034,59
RF00906,mafft,0.774045,0.189723,0.036232,0.382949,0.8875,0.942781,0.712674,0.67444,138
RF00917,mafft,0.933566,0.02535,0.041084,0.906848,0.963446,0.994614,0.950486,0.884615,88
RF00919,mafft,0.967033,0.00641,0.026557,0.971074,0.981139,0.993968,0.976809,0.93956,78
RF00921,mafft,0.89037,0.068148,0.041481,0.756523,1.0,0.975356,0.848348,0.82963,75
RF00939,mafft,0.941772,0.027848,0.03038,0.891166,0.968579,0.987857,0.925641,0.905847,79
RF00947,mafft,0.784188,0.14245,0.073362,0.496575,0.808923,0.916142,0.781385,0.703871,78
RF00950,mafft,0.727273,0.196023,0.076705,0.278454,0.852003,0.901582,0.734195,0.630208,88
RF00952,mafft,0.930263,0.031579,0.038158,0.871072,1.0,0.984024,0.924202,0.889474,95
RF00955,mafft,0.900862,0.099138,0.0,0.706093,0.0,0.960273,0.833333,0.821839,58
RF00962,mafft,0.955056,0.02809,0.016854,0.91584,1.0,0.98479,0.931818,0.925094,89
RF00981,mafft,0.951807,0.03012,0.018072,0.902256,1.0,0.994383,0.932927,0.909639,83
RF00996,mafft,0.891111,0.06,0.048889,0.770788,0.969371,0.987961,0.912162,0.804444,75
RF01002,mafft,0.982143,0.015306,0.002551,0.95033,0.0,1.0,0.966495,0.964286,98
RF01012,mafft,0.961039,0.019481,0.019481,0.908999,0.961507,1.0,0.962406,0.925503,77
RF01025,mafft,0.978916,0.018072,0.003012,0.941353,0.0,1.0,0.960366,0.957831,83
RF01042,mafft,0.947785,0.049051,0.003165,0.871839,0.0,0.977184,0.913462,0.925859,79
RF01043,mafft,0.692416,0.220506,0.087079,0.374499,0.92185,0.782996,0.690678,0.514045,178
RF01047,mafft,0.981123,0.018877,0.0,0.922147,0.0,1.0,0.962626,0.968579,61
RF01061,mafft,0.912338,0.085498,0.002165,0.655546,0.0,1.0,0.865279,0.845455,84
RF01071,mafft,0.590418,0.225574,0.184008,0.175717,0.88762,0.880771,0.706216,0.487222,741
RF01074,mafft,0.841463,0.134146,0.02439,0.601027,0.0,0.939931,0.7875,0.719512,41
RF01083,mafft,0.97619,0.02381,0.0,0.922735,0.0,1.0,0.9875,0.952381,21
RF01084,mafft,0.507602,0.191228,0.30117,0.40202,0.924029,0.828064,0.707231,0.381287,190
RF01087,mafft,0.921569,0.055556,0.022876,0.826206,0.0,0.964488,0.898026,0.877996,153
RF01089,mafft,0.6971,0.232009,0.070892,0.296415,0.697784,0.877478,0.700216,0.568922,133
RF01111,mafft,0.97619,0.02381,0.0,0.922735,0.0,1.0,0.95,0.952381,21
RF01126,mafft,0.793651,0.190476,0.015873,0.464603,0.0,0.924197,0.752022,0.719577,54
RF01130,mafft,0.824356,0.107728,0.067916,0.688557,1.0,0.945867,0.82381,0.745511,61
RF01157,mafft,0.954545,0.045455,0.0,0.860011,0.0,0.99272,0.92,0.921212,66
RF01161,mafft,0.844079,0.099342,0.056579,0.54325,0.648642,0.960539,0.810667,0.761288,76
RF01167,mafft,0.935897,0.048077,0.016026,0.845556,0.0,0.987719,0.886364,0.880342,78
RF01204,mafft,0.913725,0.062745,0.023529,0.828098,0.408248,0.980886,0.881188,0.867647,102
RF01209,mafft,0.671625,0.153168,0.175207,0.419994,0.83579,0.903033,0.736667,0.578827,121
RF01216,mafft,0.942661,0.057339,0.0,0.834435,0.0,0.974092,0.914352,0.899083,109
RF01221,mafft,0.653846,0.176923,0.169231,0.430301,0.920208,0.876066,0.723871,0.485256,156
RF01237,mafft,0.681421,0.20765,0.110929,0.279613,0.892544,0.881396,0.714286,0.562356,183
RF01239,mafft,0.824859,0.145951,0.02919,0.507375,0.877485,0.95477,0.791667,0.711488,177
RF01244,mafft,0.84467,0.097462,0.057868,0.690465,0.891914,0.961686,0.839796,0.751269,197
RF01259,mafft,0.941667,0.040385,0.017949,0.871474,0.649561,0.981747,0.904118,0.907949,260
RF01266,mafft,0.736502,0.123239,0.140258,0.555331,0.833394,0.925996,0.791863,0.646211,213
RF01267,mafft,0.721468,0.140523,0.138009,0.517623,0.896656,0.932956,0.774502,0.613876,442
RF01268,mafft,0.646816,0.098502,0.254682,0.555033,0.905683,0.938585,0.806567,0.537079,534
RF01272,mafft,0.816828,0.148743,0.034429,0.54144,0.854712,0.968405,0.737657,0.697195,1034
RF01275,mafft,0.926554,0.053672,0.019774,0.846061,0.316228,0.968243,0.887931,0.891525,59
RF01288,mafft,0.771667,0.17,0.058333,0.469409,0.899493,0.897081,0.717172,0.654667,100
RF01307,mafft,0.886364,0.068182,0.045455,0.783311,0.939621,0.955961,0.834615,0.792929,66
RF01316,mafft,0.898333,0.101667,0.0,0.636857,0.0,1.0,0.851724,0.840351,30
RF01381,mafft,0.907895,0.052632,0.039474,0.780825,0.0,0.977819,0.830664,0.865253,24
RF01394,mafft,0.621435,0.249352,0.129213,0.046041,0.647447,0.84618,0.648164,0.532471,89
RF01401,mafft,0.764167,0.1575,0.078333,0.456933,0.717722,0.928945,0.758418,0.669394,100
RF01404,mafft,0.996711,0.003289,0.0,0.989325,0.0,1.0,0.993333,0.993421,76
RF01414,mafft,0.239211,0.123778,0.637011,0.215378,0.86983,0.726295,0.82608,0.174473,168
RF01475,mafft,0.90812,0.089744,0.002137,0.731308,0.0,0.993968,0.841991,0.846154,78
RF01499,mafft,0.731973,0.171429,0.096599,0.442292,0.722166,0.902858,0.730769,0.619955,105
RF01511,mafft,0.812613,0.158559,0.028829,0.526975,0.870791,0.961153,0.745455,0.699099,111
RF01523,mafft,0.835821,0.128358,0.035821,0.665407,1.0,0.954511,0.781818,0.750746,67
RF01532,mafft,0.819635,0.136986,0.043379,0.60792,0.605409,0.901278,0.756944,0.728767,73
RF01539,mafft,0.846575,0.131507,0.021918,0.603551,0.408248,0.950732,0.780556,0.750685,73
RF01546,mafft,0.85049,0.129902,0.019608,0.652248,1.0,0.932351,0.793532,0.783333,68
RF01548,mafft,0.837662,0.12987,0.032468,0.680353,1.0,0.884117,0.766447,0.744589,77
RF01552,mafft,0.830233,0.095349,0.074419,0.688195,1.0,0.980231,0.875294,0.706977,86
RF01555,mafft,0.761574,0.1875,0.050926,0.437466,0.926491,0.876208,0.676056,0.637037,72
RF01557,mafft,0.80597,0.145522,0.048507,0.558164,1.0,0.869966,0.757576,0.666667,67
RF01585,mafft,0.875,0.091667,0.033333,0.775054,0.894338,0.929997,0.876404,0.822222,90
RF01602,mafft,0.841503,0.104575,0.053922,0.745327,0.879243,0.887765,0.792763,0.764706,153
RF01643,mafft,0.871212,0.077652,0.051136,0.772993,0.785043,0.935241,0.841603,0.792929,132
RF01660,mafft,0.913712,0.080378,0.00591,0.782996,0.0,0.954612,0.872619,0.878014,141
RF01675,mafft,0.66886,0.200831,0.130309,0.260432,0.795673,0.90488,0.692192,0.574844,456
RF01685,mafft,0.626478,0.187361,0.18616,0.250271,0.71986,0.90366,0.711041,0.551728,132
RF01687,mafft,0.751374,0.248376,0.00025,0.08293,0.0,0.915183,0.651596,0.649629,46
RF01689,mafft,0.634357,0.10815,0.257492,0.406668,0.774415,0.912589,0.771908,0.559815,110
RF01705,mafft,0.266791,0.129711,0.603498,0.071149,0.861966,0.751961,0.8114,0.209635,208
RF01739,mafft,0.124331,0.043122,0.832546,0.24666,0.843684,0.744914,0.921395,0.102225,342
RF01750,mafft,0.222646,0.12766,0.649694,0.064084,0.855007,0.754918,0.847721,0.173799,269
RF01764,mafft,0.420899,0.13641,0.44269,0.344048,0.877593,0.85167,0.788425,0.35188,188
RF01771,mafft,0.794197,0.162618,0.043185,0.436467,0.740398,0.951511,0.783526,0.699955,114
RF01775,mafft,0.810692,0.1078,0.081507,0.619519,0.733571,0.937283,0.793651,0.721297,163
RF01797,mafft,0.752622,0.16215,0.085227,0.424866,0.615937,0.91052,0.696381,0.66009,104
RF01809,mafft,0.828205,0.159615,0.012179,0.507892,0.0,0.950452,0.752597,0.769366,78
RF01814,mafft,0.780899,0.122793,0.096308,0.541459,0.877066,0.891822,0.800325,0.692308,89
RF01821,mafft,0.804444,0.125926,0.06963,0.595585,0.90625,0.954457,0.786567,0.68963,135
RF01823,mafft,0.835088,0.091228,0.073684,0.715531,0.744379,0.914185,0.820922,0.76,95
RF01824,mafft,0.748292,0.102801,0.148907,0.652061,0.942564,0.947662,0.842574,0.597131,488
RF01833,mafft,0.945455,0.054545,0.0,0.845632,0.0,0.981492,0.916667,0.90303,55
RF01839,mafft,0.954338,0.038813,0.006849,0.864313,1.0,1.0,0.918981,0.914155,73
RF01854,mafft,0.586526,0.111042,0.302432,0.470101,0.926637,0.864674,0.812431,0.412248,278
RF01864,mafft,0.86755,0.100993,0.031457,0.725836,0.859117,0.904814,0.816667,0.789183,151
RF01872,mafft,0.916825,0.075556,0.007619,0.696175,1.0,0.995583,0.885256,0.858231,105
RF01876,mafft,0.873256,0.061628,0.065116,0.762422,0.759617,0.953823,0.842353,0.802584,86
RF01877,mafft,0.824602,0.079657,0.095741,0.65644,0.84274,0.961613,0.810657,0.740605,408
RF01879,mafft,0.856313,0.063687,0.08,0.690355,0.915592,0.980477,0.845843,0.798883,179
RF01897,mafft,0.936012,0.013393,0.050595,0.941823,0.925677,0.994373,0.964608,0.885813,84
RF01902,mafft,0.929339,0.012289,0.058372,0.950699,0.988564,1.0,0.970497,0.864311,93
RF01906,mafft,0.905294,0.073529,0.021176,0.692211,0.53125,0.990338,0.853832,0.846618,100
RF01920,mafft,0.952941,0.042647,0.004412,0.836753,0.0,1.0,0.915179,0.914706,85
RF01924,mafft,0.933902,0.063966,0.002132,0.758228,0.0,1.0,0.893939,0.879176,67
RF01933,mafft,0.965517,0.02069,0.013793,0.933471,0.0,0.991763,0.940351,0.944828,58
RF01938,mafft,0.952381,0.017316,0.030303,0.928282,1.0,1.0,0.956044,0.909812,66
RF01941,mafft,0.625833,0.216667,0.1575,0.256955,0.944064,0.927955,0.7,0.513704,120
RF01950,mafft,0.907296,0.059514,0.03319,0.739126,0.872118,0.986906,0.850862,0.854445,233
RF01952,mafft,0.907867,0.083851,0.008282,0.660744,1.0,0.99313,0.841387,0.842013,69
RF01956,mafft,0.804591,0.097395,0.098015,0.621821,0.807806,0.952794,0.777361,0.705025,124
RF01957,mafft,0.7966,0.065574,0.137826,0.701042,0.89129,0.947819,0.816545,0.72774,183
RF01973,mafft,0.857318,0.109614,0.033068,0.616888,0.659243,0.955093,0.801242,0.803763,71
RF01976,mafft,0.885215,0.074236,0.040549,0.732359,0.96455,0.979899,0.851504,0.818465,229
RF01989,mafft,0.872175,0.127825,0.0,0.569846,0.0,0.973955,0.769397,0.817183,59
RF02003,mafft,0.412812,0.246465,0.340723,-0.021877,0.779602,0.72679,0.622276,0.319644,209
RF02029,mafft,0.778788,0.179293,0.041919,0.324018,0.469806,0.928481,0.739796,0.682456,99
RF02032,mafft,0.449514,0.281775,0.268711,-0.128411,0.857699,0.711752,0.645255,0.335164,573
RF02041,mafft,0.736637,0.092832,0.170531,0.568341,0.844075,0.940015,0.784302,0.659403,452
RF02051,mafft,0.833856,0.153605,0.012539,0.491649,0.0,0.968952,0.76555,0.748903,58
RF02052,mafft,0.827108,0.164458,0.008434,0.498311,0.950918,0.935812,0.76,0.754351,166
RF02060,mafft,0.790385,0.197115,0.0125,0.348673,0.0,0.976921,0.739719,0.691426,160
RF02067,mafft,0.883065,0.056452,0.060484,0.76498,0.918742,0.992271,0.872951,0.794931,62
RF02074,mafft,0.757202,0.139095,0.103704,0.480798,0.81773,0.944834,0.745,0.651382,81
RF02083,mafft,0.887218,0.101504,0.011278,0.711144,1.0,0.987657,0.853333,0.831454,76
RF02085,mafft,0.779012,0.139506,0.081481,0.53306,0.926031,0.904678,0.78625,0.694376,81
RF02089,mafft,0.817105,0.157895,0.025,0.330624,0.843689,0.978826,0.737508,0.698026,80
RF02090,mafft,0.798837,0.124419,0.076744,0.424276,0.854692,0.981448,0.761682,0.695079,215
RF02095,mafft,0.90493,0.06162,0.033451,0.796225,1.0,0.982177,0.917857,0.842555,71
RF02102,mafft,0.901422,0.061611,0.036967,0.786914,0.979599,0.98933,0.889524,0.823223,211
RF02110,mafft,0.670186,0.128837,0.200978,0.416095,0.780017,0.9123,0.714988,0.558749,165
RF02114,mafft,0.756911,0.189431,0.053659,0.31312,0.805279,0.947463,0.660656,0.619874,123
RF02119,mafft,0.871959,0.12548,0.002561,0.544231,1.0,0.993313,0.796104,0.789245,71
RF02126,mafft,0.888889,0.084201,0.02691,0.681519,1.0,0.985921,0.833627,0.827315,72
RF02128,mafft,0.716797,0.165527,0.117676,0.321336,0.817227,0.912634,0.711614,0.590234,128
RF02142,mafft,0.747937,0.058836,0.193228,0.708422,0.876255,0.937945,0.825468,0.690434,225
RF02148,mafft,0.736155,0.146756,0.117089,0.385041,0.909221,0.94663,0.736465,0.614768,158
RF02158,mafft,0.721289,0.135504,0.143207,0.414379,0.908859,0.942889,0.743291,0.603428,119
RF02160,mafft,0.698304,0.111535,0.190161,0.496736,0.875916,0.940661,0.756592,0.614303,307
RF02164,mafft,0.761067,0.139478,0.099454,0.429101,0.864132,0.960015,0.747943,0.647362,194
RF02167,mafft,0.742021,0.155851,0.102128,0.423451,0.835595,0.910352,0.693583,0.609574,188
RF02168,mafft,0.751242,0.178882,0.069876,0.219667,0.754368,0.970054,0.703159,0.61917,140
RF02170,mafft,0.730903,0.201389,0.067708,0.304189,0.855147,0.90667,0.700175,0.586558,144
RF02182,mafft,0.893617,0.106383,0.0,0.617003,0.0,0.989715,0.853261,0.816869,47
RF02185,mafft,0.731136,0.1663,0.102564,0.302973,0.956833,0.929891,0.662975,0.617106,130
RF02188,mafft,0.681332,0.142348,0.176321,0.335697,0.787647,0.937707,0.716115,0.561188,203
RF02197,mafft,0.833333,0.136364,0.030303,0.576667,1.0,0.94346,0.792683,0.7,165
RF02200,mafft,0.735,0.1475,0.1175,0.506425,0.951732,0.903136,0.742044,0.587333,200
RF02202,mafft,0.965333,0.029333,0.005333,0.900423,0.0,1.0,0.92973,0.933333,75
RF02204,mafft,0.71645,0.132756,0.150794,0.414934,0.860314,0.940462,0.730211,0.590739,154
RF02205,mafft,0.727706,0.146574,0.12572,0.407436,0.869004,0.928839,0.718102,0.605098,265
RF02213,mafft,0.852381,0.107143,0.040476,0.678187,0.870791,0.966335,0.787952,0.755952,84
RF02222,mafft,0.876768,0.087879,0.035354,0.736956,0.97673,0.972101,0.900102,0.82601,110
RF02226,mafft,0.960938,0.032552,0.00651,0.915818,0.0,0.989795,0.928947,0.944196,96
RF02228,mafft,0.836039,0.141234,0.022727,0.425271,0.850311,0.981109,0.762336,0.732792,77
RF02238,mafft,0.886006,0.096305,0.017689,0.742403,1.0,0.970926,0.839117,0.838163,318
RF02252,mafft,0.861463,0.089756,0.04878,0.741159,0.951936,0.983772,0.856863,0.78,205
RF02260,mafft,0.910448,0.061194,0.028358,0.726883,0.580287,0.986703,0.887879,0.856245,67
RF02264,mafft,0.932712,0.038302,0.028986,0.783876,1.0,0.985868,0.900735,0.894985,69
RF02357,mafft,0.88257,0.098999,0.018431,0.626199,0.899214,0.989517,0.841799,0.802528,211
RF02369,mafft,0.901336,0.083248,0.015416,0.739127,1.0,0.985388,0.859213,0.847551,139
RF02370,mafft,0.754743,0.157182,0.088076,0.513349,0.826284,0.949001,0.742331,0.658706,164
RF02375,mafft,0.772675,0.177191,0.050134,0.408561,0.546758,0.924639,0.741538,0.684973,201
RF02377,mafft,0.951031,0.026632,0.022337,0.92158,0.973584,0.981568,0.933621,0.913517,291
RF02385,mafft,0.862179,0.137821,0.0,0.617215,0.0,0.920779,0.768608,0.795513,104
RF02414,mafft,0.690083,0.185537,0.12438,0.423187,0.898465,0.895126,0.691573,0.576364,220
RF02423,mafft,0.755466,0.154926,0.089609,0.41822,0.808702,0.921198,0.763144,0.661191,247
RF02433,mafft,0.850877,0.035088,0.114035,0.888287,1.0,0.929594,0.875,0.777778,57
RF02438,mafft,0.894444,0.094444,0.011111,0.679693,1.0,0.966792,0.860795,0.830159,45
