family,tool,sp
RF00247,mafft,0.8296337402885683
RF00250,mafft,0.9686140350877191
RF00251,mafft,0.8582307160507348
RF00252,mafft,0.9164915585827114
RF00253,mafft,1.0
RF00254,mafft,0.9030269058295964
RF00257,mafft,0.970232796525586
RF00258,mafft,0.9543624161073826
RF00259,mafft,1.0
RF00262,mafft,0.8088235294117647
RF00264,mafft,0.8727672437482825
RF00265,mafft,0.9872139112645442
RF00267,mafft,0.873481057898499
RF00270,mafft,0.7854875179864331
RF00272,mafft,0.9263480929416924
RF00273,mafft,0.8906162678453488
RF00274,mafft,0.9
RF00275,mafft,0.9918256130790192
RF00277,mafft,0.936336223143611
RF00278,mafft,0.911860814271836
RF00279,mafft,0.932378679395386
RF00280,mafft,0.9613670133729568
RF00281,mafft,0.9765658287175116
RF00282,mafft,0.9839357429718876
RF00283,mafft,0.9588188559322034
RF00284,mafft,0.9539970753107484
RF00286,mafft,0.97603602998017
RF00287,mafft,0.9588799192734612
RF00290,mafft,1.0
RF00294,mafft,0.9277588168373152
RF00295,mafft,0.9315741024854248
RF00300,mafft,0.8212585034013605
RF00301,mafft,1.0
RF00305,mafft,1.0
RF00306,mafft,1.0
RF00307,mafft,0.8901830282861897
RF00309,mafft,0.6451134296927348
RF00314,mafft,0.9587155963302753
RF00315,mafft,0.9440914866581956
RF00316,mafft,0.9960126656502872
RF00318,mafft,0.9807692307692308
RF00319,mafft,0.967703109327984
RF00320,mafft,0.9427207637231504
RF00322,mafft,0.9942100909842844
RF00323,mafft,1.0
RF00324,mafft,0.7944595295481588
RF00325,mafft,0.9252528476530552
RF00326,mafft,0.8942307692307693
RF00327,mafft,0.9657794676806084
RF00328,mafft,0.7578208129389232
RF00330,mafft,0.9082751744765702
RF00332,mafft,0.9075471698113208
RF00334,mafft,0.8831030818278427
RF00335,mafft,0.7895619549283176
RF00338,mafft,0.9364358683314415
RF00340,mafft,0.9871175523349436
RF00341,mafft,0.9932998324958124
RF00342,mafft,1.0
RF00343,mafft,0.6646764720159215
RF00344,mafft,1.0
RF00345,mafft,0.8300719424460432
RF00348,mafft,1.0
RF00350,mafft,0.8163735946958778
RF00351,mafft,0.85
RF00352,mafft,0.8993399339933993
RF00353,mafft,0.6832597350461662
RF00355,mafft,0.977810650887574
RF00356,mafft,0.9133333333333332
RF00357,mafft,0.8079649292607247
RF00359,mafft,0.9200928381962864
RF00361,mafft,0.9812239221140472
RF00364,mafft,0.9669226225634968
RF00367,mafft,1.0
RF00369,mafft,0.8467741935483871
RF00370,mafft,0.9624413145539906
RF00373,mafft,0.7044539887670664
RF00374,mafft,0.9878740879128628
RF00377,mafft,0.9156522572606154
RF00378,mafft,0.8544729010731356
RF00379,mafft,0.7420111918366087
RF00380,mafft,0.8759539527208803
RF00381,mafft,0.9555103884372176
RF00384,mafft,1.0
RF00385,mafft,0.977491961414791
RF00386,mafft,0.961927557456192
RF00387,mafft,0.93261231281198
RF00391,mafft,0.7385688243878545
RF00392,mafft,0.8625760649087221
RF00393,mafft,0.9971098265895952
RF00394,mafft,0.9417915650052284
RF00396,mafft,0.8559298563641627
RF00398,mafft,0.9022516556291392
RF00399,mafft,0.9881889763779528
RF00400,mafft,0.9356393606393606
RF00401,mafft,0.962969342059938
RF00402,mafft,0.9481178938072636
RF00403,mafft,0.9206336028691452
RF00404,mafft,0.9242626256056714
RF00405,mafft,0.9536668307306816
RF00407,mafft,0.911533040378078
RF00408,mafft,0.9369666004352352
RF00409,mafft,0.9646395867574548
RF00411,mafft,0.9653518123667376
RF00412,mafft,0.9429452582883576
RF00413,mafft,0.93023352793995
RF00414,mafft,0.956243173185086
RF00415,mafft,0.7920232052211748
RF00417,mafft,0.9496213368455712
RF00418,mafft,0.962598502371898
RF00419,mafft,0.9102694828841952
RF00420,mafft,0.8527569919864141
RF00421,mafft,0.95016077170418
RF00422,mafft,0.9703055427606326
RF00423,mafft,0.9708608141914942
RF00424,mafft,0.8827302187415609
RF00426,mafft,0.8794861197217055
RF00427,mafft,0.9736468360422912
RF00428,mafft,0.9890412355369794
RF00432,mafft,0.937778721596942
RF00435,mafft,0.683145747257444
RF00436,mafft,0.9808429118773946
RF00438,mafft,0.9201887781856318
RF00440,mafft,0.9533195020746889
RF00441,mafft,1.0
RF00442,mafft,0.8717387020153302
RF00444,mafft,0.8467479674796748
RF00447,mafft,0.9303062302006336
RF00448,mafft,0.9134709931170109
RF00451,mafft,0.7774625632922757
RF00452,mafft,0.6055141321310907
RF00453,mafft,1.0
RF00455,mafft,0.876164754817671
RF00458,mafft,0.7876106194690266
RF00461,mafft,0.9497107969151672
RF00463,mafft,0.9968
RF00467,mafft,1.0
RF00468,mafft,1.0
RF00471,mafft,0.8830138797091871
RF00473,mafft,0.9118279569892472
RF00474,mafft,0.9226260257913248
RF00475,mafft,0.7479369842460615
RF00476,mafft,0.9265587776226074
RF00478,mafft,0.8979843803835994
RF00479,mafft,0.8273615635179153
RF00480,mafft,0.9896763882138976
RF00481,mafft,1.0
RF00482,mafft,0.986125385405961
RF00483,mafft,0.9567177637511272
RF00485,mafft,0.9904831046710324
RF00486,mafft,0.9165413533834588
RF00487,mafft,0.9268527430221368
RF00489,mafft,0.691183879093199
RF00493,mafft,0.991827484376073
RF00494,mafft,0.974744643746886
RF00495,mafft,0.8490144798111884
RF00498,mafft,1.0
RF00499,mafft,0.9439252336448598
RF00500,mafft,1.0
RF00503,mafft,0.5376119567009177
RF00504,mafft,0.7825429241358445
RF00505,mafft,1.0
RF00506,mafft,0.7864914920708416
RF00507,mafft,0.9747861859911228
RF00512,mafft,0.6983451536643026
RF00514,mafft,0.6284130503642699
RF00515,mafft,0.3551180660721297
RF00519,mafft,0.4639337310639293
RF00520,mafft,0.8980021030494216
RF00522,mafft,0.868837950261085
RF00523,mafft,0.8376044732891206
RF00524,mafft,0.7709103123950286
RF00525,mafft,0.7672454681119351
RF00526,mafft,0.8671359436867576
RF00528,mafft,0.8870327834621007
RF00531,mafft,0.8284628177714422
RF00532,mafft,0.8723173515981735
RF00533,mafft,0.8771741464462101
RF00534,mafft,0.5112340131351538
RF00535,mafft,0.9093058604965376
RF00536,mafft,0.9500480307396734
RF00537,mafft,0.7634589995599237
RF00538,mafft,0.8515126050420168
RF00542,mafft,0.9635132333632784
RF00544,mafft,0.9084562284279888
RF00545,mafft,0.8176825621227775
RF00546,mafft,0.8902142731690182
RF00547,mafft,0.8925851397131868
RF00548,mafft,0.7247948948975739
RF00549,mafft,0.9746937521600552
RF00551,mafft,0.8311634072379293
RF00552,mafft,0.9423317023789438
RF00555,mafft,0.5572432432432433
RF00556,mafft,0.8372093023255814
RF00557,mafft,0.6107744175819733
RF00558,mafft,0.601298506904165
RF00563,mafft,0.8887896075331638
RF00565,mafft,0.919886481213232
RF00566,mafft,0.8571289499815035
RF00567,mafft,0.8848416636824065
RF00568,mafft,0.9463173609495682
RF00569,mafft,0.94172790926451
RF00570,mafft,0.9477454203851572
RF00571,mafft,0.981578720840148
RF00572,mafft,0.9873364876148064
RF00573,mafft,0.8553448275862069
RF00574,mafft,0.9914204003813156
RF00575,mafft,0.8706136703808415
RF00577,mafft,0.9453247979850982
RF00578,mafft,0.9557703573520796
RF00579,mafft,0.9903577168025712
RF00580,mafft,0.9648363750786658
RF00581,mafft,0.9000416493127863
RF00582,mafft,0.9324745278733207
RF00584,mafft,0.8736395921640508
RF00586,mafft,0.9213096712064932
RF00588,mafft,0.9588154689403168
RF00593,mafft,0.963558194288054
RF00594,mafft,0.931496062992126
RF00598,mafft,0.9610598153352068
RF00599,mafft,0.9197758513338762
RF00600,mafft,0.9202228516585126
RF00601,mafft,0.9666408068269976
RF00602,mafft,0.9539283918600652
RF00603,mafft,0.93566884687752
RF00607,mafft,0.9407279029462738
RF00610,mafft,0.9878033602986932
RF00611,mafft,0.8002773925104022
RF00612,mafft,0.848780487804878
RF00614,mafft,0.9487692182982518
RF00615,mafft,0.9970238095238096
RF00617,mafft,0.6998834117138478
RF00618,mafft,0.7318061649745727
RF00619,mafft,0.7370568190057278
RF00620,mafft,1.0
RF00621,mafft,0.92241587993222
RF00624,mafft,0.9010625501202888
RF00625,mafft,0.8573166368515206
RF00627,mafft,0.8188225692769967
RF00628,mafft,0.9127517781363936
RF00629,mafft,0.9392821053556524
RF00630,mafft,0.9140651065249512
RF00634,mafft,0.8697085995311854
RF00635,mafft,0.9921671018276762
RF00636,mafft,0.9886973749380882
RF00637,mafft,0.8883601031132262
RF00638,mafft,0.8651226158038147
RF00639,mafft,0.9796112411825376
RF00641,mafft,0.9312866086076812
RF00643,mafft,0.9150497228096244
RF00646,mafft,0.981505422135698
RF00650,mafft,0.9124243556219648
RF00651,mafft,0.9511497228565668
RF00653,mafft,0.9840214932126696
RF00655,mafft,0.9529018614729916
RF00656,mafft,0.9308614397180972
RF00659,mafft,0.997774321231205
RF00661,mafft,0.8395005809488174
RF00662,mafft,0.9203964388519792
RF00663,mafft,0.9913036572290832
RF00666,mafft,1.0
RF00669,mafft,0.9581736487379412
RF00670,mafft,1.0
RF00671,mafft,0.9418742947760056
RF00672,mafft,0.898203803827992
RF00673,mafft,0.9961953075459734
RF00674,mafft,0.9566927600576391
RF00675,mafft,0.985376218648446
RF00677,mafft,0.7572493786246893
RF00678,mafft,1.0
RF00680,mafft,0.9866962305986696
RF00681,mafft,1.0
RF00682,mafft,0.9797221503149538
RF00685,mafft,0.8132810781628041
RF00686,mafft,0.9421759247553791
RF00687,mafft,1.0
RF00688,mafft,0.7285251215559158
RF00689,mafft,0.828381913303438
RF00691,mafft,0.8934261241970022
RF00692,mafft,0.8592800374006545
RF00693,mafft,0.8877392653905846
RF00695,mafft,0.7964928472542686
RF00699,mafft,1.0
RF00700,mafft,0.8097701840933702
RF00703,mafft,0.9778442195645508
RF00705,mafft,0.9962894248608536
RF00706,mafft,0.8412768520377434
RF00707,mafft,1.0
RF00708,mafft,0.9984736153510684
RF00710,mafft,0.8707702771637477
RF00711,mafft,0.7492074188657283
RF00712,mafft,0.9530360873010156
RF00713,mafft,0.8536130536130536
RF00714,mafft,0.9491980240287856
RF00716,mafft,0.9274048636345484
RF00718,mafft,1.0
RF00719,mafft,1.0
RF00720,mafft,0.8086120662707096
RF00721,mafft,0.8656447249774571
RF00722,mafft,0.9853703339237684
RF00723,mafft,0.964720194647202
RF00724,mafft,0.9287377994676131
RF00728,mafft,0.8548339700264472
RF00729,mafft,0.840554133945116
RF00730,mafft,0.8793158061450744
RF00731,mafft,0.9459112773917692
RF00732,mafft,0.938389667491069
RF00733,mafft,1.0
RF00734,mafft,0.9923664122137404
RF00735,mafft,0.9956925115970842
RF00736,mafft,0.9925291718053316
RF00737,mafft,0.9908872294646248
RF00740,mafft,0.9843081312410842
RF00741,mafft,1.0
RF00743,mafft,0.9309102815979045
RF00745,mafft,0.9895115842204132
RF00746,mafft,0.9005855562784646
RF00747,mafft,0.9640718562874252
RF00748,mafft,1.0
RF00750,mafft,0.9863130881094953
RF00751,mafft,0.899181824328893
RF00752,mafft,0.9146712276700876
RF00753,mafft,0.985420379070144
RF00755,mafft,0.9979075850043592
RF00757,mafft,0.8507312153303076
RF00758,mafft,1.0
RF00760,mafft,0.9761904761904762
RF00761,mafft,1.0
RF00762,mafft,0.9816021464162514
RF00763,mafft,0.9957708573625528
RF00764,mafft,0.992046995029372
RF00765,mafft,0.971410814170292
RF00766,mafft,0.9965884861407248
RF00767,mafft,0.8160753532182103
RF00769,mafft,1.0
RF00771,mafft,0.9895964691046658
RF00772,mafft,1.0
RF00773,mafft,0.83266291230893
RF00774,mafft,0.9154929577464788
RF00775,mafft,1.0
RF00777,mafft,1.0
RF00778,mafft,0.6240786240786241
RF00781,mafft,1.0
RF00783,mafft,1.0
RF00784,mafft,0.8619284167621959
RF00785,mafft,0.9219380888290714
RF00786,mafft,0.9219620958751392
RF00787,mafft,1.0
RF00788,mafft,0.978149386845039
RF00791,mafft,0.9078341013824884
RF00792,mafft,1.0
RF00793,mafft,1.0
RF00795,mafft,0.9027777777777778
RF00798,mafft,0.9019607843137256
RF00801,mafft,1.0
RF00803,mafft,1.0
RF00807,mafft,0.9300662713637948
RF00809,mafft,0.9090909090909092
RF00810,mafft,0.9863013698630136
RF00811,mafft,0.8966357874207703
RF00812,mafft,0.9390354868061874
RF00813,mafft,0.951900412492634
RF00814,mafft,0.8758981469809656
RF00817,mafft,0.9935064935064936
RF00818,mafft,0.9973244147157192
RF00822,mafft,0.8924440438636022
RF00825,mafft,0.9890979257115292
RF00827,mafft,0.8684563758389262
RF00830,mafft,0.8886583679114799
RF00832,mafft,0.9648095204890408
RF00835,mafft,0.9726027397260274
RF00836,mafft,0.9720670391061452
RF00837,mafft,0.9320066334991708
RF00839,mafft,1.0
RF00840,mafft,1.0
RF00841,mafft,1.0
RF00842,mafft,0.7706093189964157
RF00843,mafft,0.9460916442048516
RF00844,mafft,0.9297418630751964
RF00845,mafft,0.961123110151188
RF00846,mafft,0.902317880794702
RF00852,mafft,0.9681372549019608
RF00853,mafft,1.0
RF00856,mafft,0.9929742388758782
RF00859,mafft,0.8824324324324324
RF00861,mafft,1.0
RF00862,mafft,1.0
RF00865,mafft,0.5877616747181964
RF00870,mafft,1.0
RF00872,mafft,1.0
RF00873,mafft,1.0
RF00878,mafft,1.0
RF00879,mafft,0.9871878393051032
RF00887,mafft,0.983453670276775
RF00888,mafft,0.9735449735449736
RF00890,mafft,0.9923664122137404
RF00891,mafft,1.0
RF00894,mafft,0.9736040609137055
RF00901,mafft,0.9775967413441956
RF00910,mafft,1.0
RF00911,mafft,1.0
RF00912,mafft,0.9748110831234256
RF00915,mafft,1.0
RF00918,mafft,1.0
RF00920,mafft,0.905575791538246
RF00927,mafft,1.0
RF00928,mafft,0.997165131112686
RF00929,mafft,0.9818652849740932
RF00933,mafft,0.9778807668000844
RF00935,mafft,1.0
RF00936,mafft,1.0
RF00937,mafft,0.9324009324009324
RF00942,mafft,1.0
RF00943,mafft,0.8863885238720981
RF00945,mafft,1.0
RF00946,mafft,0.9954954954954957
RF00948,mafft,0.942713567839196
RF00951,mafft,0.990773747116796
RF00954,mafft,0.9807692307692308
RF00957,mafft,1.0
RF00958,mafft,1.0
RF00959,mafft,1.0
RF00961,mafft,0.9542857142857144
RF00963,mafft,1.0
RF00964,mafft,1.0
RF00965,mafft,0.9832317073170732
RF00966,mafft,1.0
RF00968,mafft,1.0
RF00969,mafft,1.0
RF00972,mafft,1.0
RF00973,mafft,1.0
RF00976,mafft,1.0
RF00977,mafft,0.982608695652174
RF00984,mafft,1.0
RF00986,mafft,0.9794520547945206
RF00987,mafft,0.9923954372623576
RF00991,mafft,0.9844710449692656
RF00992,mafft,1.0
RF00994,mafft,0.8784403669724771
RF00997,mafft,1.0
RF00999,mafft,1.0
RF01000,mafft,1.0
RF01001,mafft,1.0
RF01006,mafft,1.0
RF01007,mafft,1.0
RF01010,mafft,0.99674569967457
RF01011,mafft,1.0
RF01013,mafft,1.0
RF01015,mafft,0.9739175795513824
RF01016,mafft,0.8639889674194104
RF01018,mafft,1.0
RF01019,mafft,1.0
RF01021,mafft,1.0
RF01023,mafft,1.0
RF01024,mafft,1.0
RF01027,mafft,1.0
RF01028,mafft,1.0
RF01030,mafft,1.0
RF01032,mafft,1.0
RF01033,mafft,1.0
RF01034,mafft,1.0
RF01035,mafft,1.0
RF01036,mafft,1.0
RF01038,mafft,1.0
RF01041,mafft,1.0
RF01044,mafft,1.0
RF01045,mafft,0.9623589858148108
RF01046,mafft,1.0
RF01050,mafft,0.8888530824014695
RF01051,mafft,0.8722207448287578
RF01052,mafft,0.7681007345225603
RF01056,mafft,0.9672131147540984
RF01057,mafft,0.8802431483957219
RF01059,mafft,1.0
RF01065,mafft,0.9483120465311506
RF01066,mafft,0.7554648526077098
RF01067,mafft,0.9311838887126076
RF01068,mafft,0.8257569995520962
RF01069,mafft,0.607315761161915
RF01070,mafft,0.86747215801639
RF01072,mafft,0.992179013686726
RF01073,mafft,0.9421828908554571
RF01077,mafft,0.9924242424242424
RF01080,mafft,1.0
RF01090,mafft,1.0
RF01093,mafft,1.0
RF01097,mafft,1.0
RF01099,mafft,1.0
RF01116,mafft,0.7527850006842753
RF01117,mafft,0.855191256830601
RF01128,mafft,0.936545240893067
RF01131,mafft,0.9817351598173516
RF01133,mafft,0.8979238754325259
RF01136,mafft,0.9325153374233128
RF01138,mafft,0.9636591478696742
RF01139,mafft,0.9189736664415936
RF01140,mafft,0.7959949937421777
RF01141,mafft,0.7888888888888889
RF01144,mafft,0.9588014981273408
RF01145,mafft,0.3939808481532147
RF01147,mafft,0.6232464929859719
RF01149,mafft,1.0
RF01150,mafft,0.8092189500640204
RF01151,mafft,0.976344520824909
RF01155,mafft,0.935897435897436
RF01156,mafft,0.9664902998236332
RF01159,mafft,0.908176702980965
RF01162,mafft,1.0
RF01163,mafft,0.873015873015873
RF01164,mafft,0.9355357142857142
RF01165,mafft,0.8581907090464548
RF01169,mafft,0.9700739744451916
RF01170,mafft,0.8580615525953147
RF01173,mafft,0.9960552268244576
RF01174,mafft,0.9397044804575786
RF01175,mafft,0.9748837209302326
RF01176,mafft,0.8500230733733272
RF01177,mafft,0.8594791035735918
RF01178,mafft,0.891547619047619
RF01179,mafft,0.6893317702227433
RF01181,mafft,0.9092391937550972
RF01182,mafft,0.94714497983443
RF01183,mafft,0.9314931219823268
RF01184,mafft,0.8842927631578947
RF01185,mafft,0.6873414864093269
RF01186,mafft,0.9423496416329076
RF01189,mafft,1.0
RF01191,mafft,0.929433789256514
RF01192,mafft,0.9484320686339768
RF01193,mafft,0.8270676691729323
RF01194,mafft,1.0
RF01195,mafft,1.0
RF01196,mafft,0.867683226758485
RF01197,mafft,0.912280701754386
RF01198,mafft,0.7261410788381742
RF01200,mafft,0.9081099895579534
RF01201,mafft,0.9152809520056742
RF01207,mafft,0.9187071498530852
RF01208,mafft,0.8205775161199887
RF01211,mafft,0.985058494404883
RF01213,mafft,0.8602262837249782
RF01214,mafft,0.856981162583879
RF01215,mafft,0.8468592388812471
RF01219,mafft,0.9160647571606476
RF01220,mafft,0.8950655840099938
RF01224,mafft,0.8362265874828689
RF01225,mafft,0.9597295762261592
RF01226,mafft,0.895484685822545
RF01228,mafft,0.8330569375345495
RF01229,mafft,0.9006759747314208
RF01230,mafft,0.9404186795491144
RF01231,mafft,0.8005685545593703
RF01233,mafft,0.954606203050832
RF01235,mafft,0.9727138643067846
RF01238,mafft,0.9483173076923076
RF01240,mafft,0.9750566893424036
RF01241,mafft,0.9361613840211944
RF01242,mafft,0.8079696394686907
RF01245,mafft,0.9671866594943518
RF01248,mafft,0.8632748665431964
RF01249,mafft,0.8325398714591764
RF01250,mafft,0.995617879053462
RF01251,mafft,0.9087656529516994
RF01253,mafft,0.7959889349930843
RF01254,mafft,0.9739714525608733
RF01256,mafft,0.7867232012720287
RF01257,mafft,0.897056377847996
RF01258,mafft,0.8652353958107184
RF01260,mafft,0.8555586359855836
RF01262,mafft,0.9587482219061166
RF01263,mafft,0.8480933527818295
RF01264,mafft,0.9322375041932236
RF01265,mafft,0.9320897697464297
RF01270,mafft,0.9216957605985038
RF01271,mafft,0.986842105263158
RF01273,mafft,0.9907407407407408
RF01274,mafft,0.9758828596037898
RF01277,mafft,0.917323151125402
RF01278,mafft,0.9914346895074948
RF01279,mafft,0.8783868935097668
RF01280,mafft,0.9021424435437174
RF01281,mafft,0.976
RF01283,mafft,0.6940024479804161
RF01284,mafft,0.8770114942528736
RF01285,mafft,0.8315262718932444
RF01287,mafft,0.7147102526002972
RF01290,mafft,0.7068903730249226
RF01291,mafft,0.8788445394184538
RF01294,mafft,0.8566605990402119
RF01295,mafft,0.8634455085113865
RF01296,mafft,0.6736027061415759
RF01299,mafft,0.926215463696723
RF01300,mafft,0.9169381107491856
RF01302,mafft,0.9105023843850504
RF01304,mafft,0.4542265871623991
RF01305,mafft,0.906832298136646
RF01308,mafft,0.9854545454545456
RF01309,mafft,1.0
RF01310,mafft,0.7495590828924162
RF01314,mafft,1.0
RF01317,mafft,1.0
RF01318,mafft,1.0
RF01319,mafft,1.0
RF01320,mafft,1.0
RF01322,mafft,1.0
RF01323,mafft,1.0
RF01326,mafft,1.0
RF01327,mafft,1.0
RF01331,mafft,1.0
RF01332,mafft,0.8904109589041096
RF01335,mafft,1.0
RF01338,mafft,1.0
RF01344,mafft,1.0
RF01348,mafft,1.0
RF01355,mafft,1.0
RF01379,mafft,1.0
RF01380,mafft,1.0
RF01382,mafft,1.0
RF01383,mafft,0.9471476510067114
RF01384,mafft,1.0
RF01385,mafft,0.9935622317596566
RF01387,mafft,0.9958720330237358
RF01390,mafft,0.8646508279337654
RF01392,mafft,0.8326237798424085
RF01393,mafft,0.8836565096952909
RF01395,mafft,1.0
RF01396,mafft,0.8992351003930734
RF01397,mafft,0.905982905982906
RF01398,mafft,1.0
RF01399,mafft,0.9917525773195875
RF01400,mafft,0.9709452004413388
RF01403,mafft,1.0
RF01405,mafft,0.9889659960336769
RF01406,mafft,0.9981160512434062
RF01407,mafft,0.997163724030348
RF01408,mafft,0.8401985111662531
RF01410,mafft,0.829238038984052
RF01411,mafft,0.8219868009725599
RF01412,mafft,0.6022083805209513
RF01413,mafft,0.8065560626618972
RF01415,mafft,0.931338858567482
RF01417,mafft,0.9922020051986632
RF01419,mafft,0.9528031064720828
RF01420,mafft,0.8992654774396642
RF01421,mafft,0.8362457463441553
RF01422,mafft,0.9320388349514565
RF01423,mafft,0.6988277727682597
RF01424,mafft,0.7973885637100405
RF01426,mafft,0.7418772563176895
RF01428,mafft,0.9354430379746836
RF01430,mafft,0.8209700427960057
RF01433,mafft,0.9388489208633094
RF01452,mafft,0.9119086460032626
RF01455,mafft,0.9667815299793246
RF01456,mafft,0.8971182332345812
