family,tool,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength
RF00211,mafft,0.776596,0.163564,0.05984,0.442884,0.669624,0.908353,0.732527,0.664134,94
RF00213,mafft,0.516069,0.23987,0.244061,0.021251,0.825312,0.791121,0.6875,0.383998,113
RF00217,mafft,0.888278,0.059524,0.052198,0.756236,0.788383,0.973091,0.834106,0.835928,84
RF00223,mafft,0.823506,0.087044,0.08945,0.657984,0.95979,0.970177,0.845411,0.730245,277
RF00226,mafft,0.791913,0.16568,0.042406,0.617774,0.951932,0.881602,0.827893,0.71499,338
RF00230,mafft,0.303448,0.203102,0.49345,0.018139,0.892931,0.682253,0.761488,0.213687,458
RF00231,mafft,0.81186,0.123009,0.065131,0.484025,0.639436,0.957399,0.732449,0.727742,293
RF00238,mafft,0.734028,0.209954,0.056019,0.265784,0.559367,0.892193,0.666667,0.65129,90
RF00247,mafft,0.554745,0.137643,0.307612,0.566243,0.960749,0.895817,0.779412,0.431352,137
RF00248,mafft,0.663403,0.127929,0.208668,0.527811,0.799955,0.914604,0.743506,0.593314,89
RF00255,mafft,0.728363,0.152445,0.119192,0.405036,0.853081,0.911968,0.79223,0.655084,89
RF00256,mafft,0.733333,0.165625,0.101042,0.361975,0.810929,0.914088,0.7173,0.645163,80
RF00263,mafft,0.755865,0.181397,0.062739,0.28459,0.654064,0.93222,0.676648,0.656127,141
RF00266,mafft,0.777834,0.157895,0.064271,0.431838,0.392156,0.901923,0.721538,0.70251,76
RF00267,mafft,0.714286,0.173565,0.11215,0.39146,0.730094,0.904439,0.71496,0.617747,107
RF00268,mafft,0.916456,0.048101,0.035443,0.830811,0.8125,0.994121,0.905128,0.849367,79
RF00273,mafft,0.725694,0.144345,0.12996,0.462482,0.715823,0.862186,0.721386,0.655021,84
RF00280,mafft,0.875893,0.079464,0.044643,0.642653,0.808011,0.98032,0.848101,0.799038,80
RF00284,mafft,0.811245,0.143431,0.045324,0.449594,0.554105,0.952361,0.775261,0.732989,83
RF00302,mafft,0.75207,0.162008,0.085921,0.405218,0.881362,0.950288,0.757039,0.637442,138
RF00310,mafft,0.945652,0.034783,0.019565,0.915254,1.0,0.994836,0.934066,0.91087,92
RF00312,mafft,0.911692,0.060945,0.027363,0.806684,1.0,0.96923,0.882206,0.857711,134
RF00322,mafft,0.883077,0.081538,0.035385,0.746773,0.978465,0.993452,0.857364,0.796923,130
RF00329,mafft,0.849462,0.102748,0.04779,0.669575,1.0,0.964941,0.816425,0.785842,93
RF00332,mafft,0.73975,0.153298,0.106952,0.479841,0.80537,0.923955,0.720072,0.642246,102
RF00335,mafft,0.620709,0.148025,0.231266,0.341302,0.733386,0.87469,0.743118,0.542924,129
RF00336,mafft,0.94902,0.026144,0.024837,0.914903,1.0,0.986563,0.930263,0.913725,153
RF00339,mafft,0.85,0.088462,0.061538,0.707062,0.722222,0.947671,0.777922,0.783476,78
RF00344,mafft,0.828947,0.126316,0.044737,0.67783,1.0,0.922181,0.829333,0.748684,76
RF00348,mafft,0.874862,0.125138,0.0,0.682523,0.0,0.989402,0.774554,0.824659,129
RF00360,mafft,0.780402,0.118985,0.100612,0.57351,0.804969,0.973566,0.828042,0.665354,127
RF00368,mafft,0.744318,0.178267,0.077415,0.383635,0.721909,0.900271,0.716236,0.656439,88
RF00371,mafft,0.888587,0.067935,0.043478,0.778133,1.0,0.964503,0.881868,0.797101,92
RF00387,mafft,0.857418,0.096339,0.046243,0.791854,1.0,0.853322,0.822674,0.804239,173
RF00393,mafft,0.933333,0.053901,0.012766,0.821448,0.0,0.990024,0.877143,0.884397,141
RF00396,mafft,0.649317,0.176522,0.174161,0.212971,0.795724,0.920921,0.70575,0.5398,161
RF00400,mafft,0.780687,0.109656,0.109656,0.520495,0.78241,0.947231,0.770604,0.700556,141
RF00404,mafft,0.837484,0.094645,0.06787,0.562464,0.58038,0.958538,0.772414,0.759473,146
RF00405,mafft,0.804903,0.10746,0.087637,0.527296,0.653424,0.947784,0.7741,0.727158,142
RF00411,mafft,0.797009,0.131507,0.071484,0.422763,0.441795,0.948507,0.725156,0.710168,143
RF00426,mafft,0.778036,0.156934,0.06503,0.336651,0.778014,0.955255,0.728275,0.669858,137
RF00429,mafft,0.812925,0.125589,0.061486,0.478662,0.856384,0.959489,0.782403,0.72854,147
RF00432,mafft,0.870915,0.102124,0.026961,0.608864,1.0,0.985955,0.781893,0.785743,136
RF00433,mafft,0.962719,0.030702,0.006579,0.909056,1.0,0.99082,0.942605,0.938158,152
RF00448,mafft,0.852968,0.109589,0.037443,0.647252,0.949511,0.972348,0.859633,0.763014,219
RF00451,mafft,0.4645,0.176,0.3595,0.2983,0.943763,0.854631,0.758742,0.370958,160
RF00455,mafft,0.570317,0.272704,0.15698,-0.051375,0.735845,0.821564,0.633032,0.461691,94
RF00462,mafft,0.90566,0.09434,0.0,0.734637,0.0,0.953802,0.814103,0.854088,53
RF00479,mafft,0.764791,0.168831,0.066378,0.437649,0.87399,0.926608,0.774052,0.646946,99
RF00483,mafft,0.955579,0.03719,0.007231,0.870528,0.0,0.992275,0.932292,0.926505,121
RF00487,mafft,0.830202,0.080822,0.088976,0.735245,0.931933,0.975307,0.850071,0.747253,217
RF00494,mafft,0.821572,0.109864,0.068565,0.487547,0.686983,0.966067,0.734686,0.73442,86
RF00503,mafft,0.626263,0.161953,0.211785,0.356512,0.904725,0.889111,0.770995,0.45911,594
RF00517,mafft,0.778182,0.17013,0.051688,0.388433,0.701964,0.904262,0.676984,0.712102,55
RF00520,mafft,0.629085,0.096405,0.27451,0.694985,0.920084,0.862794,0.80198,0.512418,102
RF00521,mafft,0.725595,0.214286,0.060119,0.247889,0.428369,0.914425,0.69488,0.647497,84
RF00526,mafft,0.786111,0.140278,0.073611,0.582977,0.69223,0.900196,0.787921,0.716667,90
RF00527,mafft,0.796591,0.136364,0.067045,0.505539,0.863228,0.946556,0.786207,0.7,88
RF00531,mafft,0.754348,0.148551,0.097101,0.435882,0.574819,0.886439,0.745055,0.668219,92
RF00533,mafft,0.732407,0.107407,0.160185,0.606901,0.880927,0.906829,0.804307,0.636869,90
RF00537,mafft,0.710391,0.159465,0.130144,0.430227,0.746924,0.907466,0.739875,0.606693,108
RF00553,mafft,0.651577,0.125184,0.223239,0.390937,0.810258,0.933262,0.752709,0.549039,211
RF00554,mafft,0.807934,0.121861,0.070205,0.431864,0.856175,0.97053,0.790805,0.716572,146
RF00558,mafft,0.528324,0.283691,0.187984,-0.077054,0.751542,0.769183,0.5988,0.414906,156
RF00560,mafft,0.785137,0.113721,0.101142,0.466209,0.739527,0.958416,0.766477,0.711131,147
RF00569,mafft,0.804075,0.0721,0.123824,0.67234,0.873452,0.959207,0.812368,0.736528,87
RF00570,mafft,0.779014,0.101749,0.119237,0.549965,0.908195,0.9459,0.731668,0.677564,74
RF00580,mafft,0.835481,0.129296,0.035223,0.476134,0.710886,0.960887,0.769965,0.755566,97
RF00601,mafft,0.847407,0.12,0.032593,0.644748,0.620791,0.970938,0.780597,0.755556,135
RF00602,mafft,0.738281,0.133594,0.128125,0.420244,0.79261,0.94623,0.73847,0.646332,160
RF00611,mafft,0.751064,0.119149,0.129787,0.616477,0.895003,0.957322,0.817204,0.589362,94
RF00613,mafft,0.815972,0.136111,0.047917,0.45399,0.647377,0.954789,0.807692,0.731725,144
RF00619,mafft,0.681563,0.146418,0.172019,0.263683,0.779343,0.919228,0.762691,0.565832,146
RF00629,mafft,0.813337,0.177176,0.009487,0.474929,0.927859,0.929073,0.72521,0.741329,256
RF00635,mafft,0.95502,0.044329,0.000652,0.808977,0.0,1.0,0.920447,0.918622,118
RF00636,mafft,0.927661,0.044085,0.028254,0.792985,0.960665,0.989137,0.885031,0.887146,379
RF00641,mafft,0.701774,0.189889,0.108337,0.197097,0.678738,0.930036,0.612912,0.57586,87
RF00642,mafft,0.723795,0.168976,0.107229,0.31809,0.814762,0.884153,0.779777,0.636894,80
RF00647,mafft,0.897059,0.102941,0.0,0.794118,0.0,0.944278,0.925373,0.794118,68
RF00658,mafft,0.861569,0.076467,0.061964,0.695604,0.833816,0.972212,0.830605,0.794265,74
RF00687,mafft,0.917683,0.007622,0.074695,0.972452,0.95925,0.994244,0.977623,0.855996,82
RF00692,mafft,0.700787,0.158605,0.140607,0.451027,0.895943,0.929045,0.73356,0.573678,127
RF00719,mafft,0.923077,0.030769,0.046154,0.894628,0.960391,0.995047,0.934534,0.867341,95
RF00727,mafft,0.743842,0.155993,0.100164,0.361997,0.79057,0.91792,0.791113,0.64307,87
RF00730,mafft,0.694679,0.138716,0.166606,0.419263,0.909119,0.951233,0.825926,0.590673,109
RF00737,mafft,0.878431,0.054902,0.066667,0.799986,0.954174,0.977619,0.866667,0.807395,85
RF00756,mafft,0.951247,0.030612,0.018141,0.868922,0.973281,1.0,0.953917,0.910169,63
RF00758,mafft,0.963636,0.01244,0.023923,0.947756,0.96776,1.0,0.974855,0.931292,95
RF00760,mafft,0.856566,0.048485,0.094949,0.792294,0.945777,0.979481,0.908844,0.768254,99
RF00768,mafft,0.928571,0.063492,0.007937,0.825087,0.0,0.994373,0.927711,0.861111,84
RF00770,mafft,0.76388,0.014047,0.222074,0.941076,0.951187,0.975285,0.923077,0.697436,115
RF00783,mafft,0.925373,0.054726,0.0199,0.798895,0.763523,1.0,0.920875,0.872305,67
RF00791,mafft,0.789333,0.128,0.082667,0.583178,0.919893,0.955459,0.754054,0.661333,75
RF00825,mafft,0.791476,0.1621,0.046423,0.449056,0.894891,0.938351,0.679012,0.702301,73
RF00830,mafft,0.725914,0.151163,0.122924,0.476981,0.903885,0.907981,0.727731,0.600221,86
RF00845,mafft,0.881188,0.073267,0.045545,0.734378,0.940365,0.983285,0.866,0.787129,101
RF00849,mafft,0.888889,0.069444,0.041667,0.767919,1.0,0.98701,0.861972,0.798611,72
RF00850,mafft,0.876068,0.115385,0.008547,0.692937,1.0,0.967608,0.865801,0.777778,78
RF00851,mafft,0.853175,0.130952,0.015873,0.66021,1.0,0.954195,0.827309,0.742063,84
RF00852,mafft,0.830247,0.08642,0.083333,0.741517,0.955511,0.915736,0.8375,0.718107,81
RF00857,mafft,0.876582,0.063291,0.060127,0.808575,1.0,0.94462,0.865385,0.78692,79
RF00870,mafft,0.940741,0.0,0.059259,1.0,0.954372,1.0,0.990833,0.893239,81
RF00873,mafft,0.843489,0.080048,0.076464,0.726813,1.0,0.977779,0.908213,0.777479,93
RF00884,mafft,0.855422,0.108434,0.036145,0.701277,1.0,0.9896,0.857724,0.718876,83
RF00888,mafft,0.903061,0.07483,0.022109,0.782966,0.861111,0.994373,0.870912,0.848639,84
RF00893,mafft,0.989442,0.010558,0.0,0.970914,0.0,1.0,0.978788,0.978884,221
RF00911,mafft,0.969136,0.024691,0.006173,0.92756,0.0,0.994255,0.95,0.942387,81
RF00912,mafft,0.931686,0.0625,0.005814,0.795446,0.0,0.988466,0.895588,0.885797,86
RF00922,mafft,0.987952,0.012048,0.0,0.975904,0.0,0.98854,0.97561,0.975904,83
RF00934,mafft,0.931818,0.068182,0.0,0.863636,0.0,0.933672,0.915385,0.863636,66
RF00950,mafft,0.727273,0.196023,0.076705,0.278454,0.852003,0.901582,0.734195,0.630208,88
RF00956,mafft,0.896552,0.088123,0.015326,0.760124,1.0,0.985961,0.841085,0.804598,87
RF00963,mafft,0.939759,0.042169,0.018072,0.863158,1.0,1.0,0.969512,0.879518,83
RF00965,mafft,0.925,0.030556,0.044444,0.889705,1.0,1.0,0.946479,0.851389,72
RF00976,mafft,0.983871,0.012097,0.004032,0.970786,0.0,0.992271,0.971311,0.973118,62
RF00983,mafft,0.969512,0.030488,0.0,0.939024,0.0,0.970874,0.950617,0.939024,82
RF00991,mafft,0.940075,0.037453,0.022472,0.846204,0.830719,0.989386,0.910354,0.89638,89
RF01003,mafft,0.985507,0.014493,0.0,0.960074,0.0,1.0,0.970588,0.971014,69
RF01006,mafft,0.975352,0.021127,0.003521,0.94021,0.0,0.993313,0.953571,0.955399,71
RF01020,mafft,0.981481,0.014815,0.003704,0.959187,0.0,1.0,0.966292,0.962963,90
RF01064,mafft,0.891156,0.095238,0.013605,0.73853,1.0,0.986411,0.859107,0.792517,98
RF01067,mafft,0.723932,0.153846,0.122222,0.301605,0.614624,0.947399,0.763215,0.630436,104
RF01084,mafft,0.507602,0.191228,0.30117,0.40202,0.924029,0.828064,0.707231,0.381287,190
RF01087,mafft,0.921569,0.055556,0.022876,0.826206,0.0,0.964488,0.898026,0.877996,153
RF01104,mafft,0.954023,0.045977,0.0,0.873339,0.0,1.0,0.904762,0.908046,29
RF01106,mafft,0.96,0.04,0.0,0.92,0.0,0.958333,0.958333,0.92,25
RF01123,mafft,0.918129,0.076023,0.005848,0.790564,0.0,1.0,0.880952,0.836257,57
RF01127,mafft,0.892308,0.087179,0.020513,0.767573,1.0,0.972526,0.875,0.805128,65
RF01130,mafft,0.824356,0.107728,0.067916,0.688557,1.0,0.945867,0.82381,0.745511,61
RF01137,mafft,0.742424,0.257576,0.0,0.484848,0.0,0.704719,0.769231,0.484848,66
RF01139,mafft,0.639113,0.25,0.110887,0.273669,0.929558,0.755687,0.665984,0.516705,62
RF01140,mafft,0.704023,0.258621,0.037356,0.326284,1.0,0.714833,0.684211,0.586207,58
RF01141,mafft,0.782456,0.185965,0.031579,0.497483,1.0,0.973277,0.742857,0.65614,57
RF01151,mafft,0.845238,0.075,0.079762,0.684938,0.722788,0.964051,0.826877,0.780037,60
RF01159,mafft,0.794872,0.117788,0.08734,0.529815,0.735395,0.933427,0.790584,0.721474,78
RF01163,mafft,0.795732,0.152439,0.051829,0.54886,0.832004,0.887749,0.762346,0.666667,82
RF01164,mafft,0.88664,0.076923,0.036437,0.700964,0.637825,0.980123,0.813333,0.824561,76
RF01173,mafft,0.855769,0.131731,0.0125,0.498474,1.0,0.983952,0.814021,0.7625,80
RF01174,mafft,0.769556,0.153277,0.077167,0.480804,0.631688,0.910153,0.722995,0.676533,86
RF01176,mafft,0.693421,0.172368,0.134211,0.411336,0.825413,0.900809,0.740691,0.568797,95
RF01178,mafft,0.656396,0.172736,0.170868,0.315361,0.686911,0.862166,0.687412,0.557049,102
RF01181,mafft,0.813333,0.115556,0.071111,0.602957,0.523837,0.928962,0.770787,0.747619,90
RF01197,mafft,0.878641,0.070388,0.050971,0.774874,1.0,0.958298,0.875,0.794498,103
RF01204,mafft,0.913725,0.062745,0.023529,0.828098,0.408248,0.980886,0.881188,0.867647,102
RF01222,mafft,0.95393,0.04065,0.00542,0.890058,0.0,0.992764,0.915301,0.913279,123
RF01227,mafft,0.711409,0.155321,0.133269,0.483308,0.865311,0.905889,0.720077,0.592522,149
RF01232,mafft,0.902128,0.082979,0.014894,0.722242,0.0,0.957593,0.858696,0.860047,47
RF01241,mafft,0.80293,0.086813,0.110256,0.558528,0.885152,0.948633,0.797865,0.713309,195
RF01244,mafft,0.84467,0.097462,0.057868,0.690465,0.891914,0.961686,0.839796,0.751269,197
RF01257,mafft,0.777376,0.137913,0.084711,0.513762,0.800757,0.939528,0.793568,0.667798,242
RF01262,mafft,0.889488,0.082884,0.027628,0.702569,0.955661,0.989044,0.855789,0.808625,212
RF01277,mafft,0.801811,0.140342,0.057847,0.395222,0.619361,0.954336,0.755612,0.714137,71
RF01280,mafft,0.822981,0.122671,0.054348,0.52901,0.857011,0.960351,0.811617,0.729814,92
RF01287,mafft,0.747573,0.161812,0.090615,0.491522,0.752363,0.878822,0.70098,0.620712,103
RF01292,mafft,0.732143,0.162338,0.105519,0.462385,0.782174,0.938065,0.710942,0.641234,168
RF01306,mafft,0.916667,0.058333,0.025,0.883333,1.0,0.913283,0.864407,0.833333,60
RF01327,mafft,0.937931,0.062069,0.0,0.808568,0.0,1.0,0.878571,0.889655,29
RF01335,mafft,0.858025,0.141975,0.0,0.598086,0.0,0.969799,0.803175,0.795525,36
RF01342,mafft,0.905405,0.094595,0.0,0.810811,0.0,0.895522,0.875,0.810811,37
RF01353,mafft,0.916667,0.083333,0.0,0.770426,0.0,1.0,0.864198,0.833333,28
RF01360,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.986111,0.972973,37
RF01361,mafft,0.986486,0.013514,0.0,0.972973,0.0,0.986301,0.972222,0.972973,37
RF01365,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,37
RF01386,mafft,0.868914,0.11236,0.018727,0.698944,0.5,0.972835,0.806818,0.756554,89
RF01388,mafft,0.990196,0.009804,0.0,0.980392,0.0,0.990495,0.98,0.980392,51
RF01394,mafft,0.621435,0.249352,0.129213,0.046041,0.647447,0.84618,0.648164,0.532471,89
RF01413,mafft,0.696615,0.250868,0.052517,0.136798,0.74306,0.901252,0.640405,0.591538,72
RF01417,mafft,0.929795,0.061216,0.00899,0.753785,1.0,0.996197,0.896048,0.874022,292
RF01418,mafft,0.856932,0.143068,0.0,0.563391,0.0,0.947034,0.754464,0.773451,113
RF01423,mafft,0.735955,0.151685,0.11236,0.469446,0.833281,0.88912,0.736742,0.611236,89
RF01434,mafft,0.888889,0.10119,0.009921,0.721232,1.0,0.997247,0.868263,0.779762,168
RF01475,mafft,0.90812,0.089744,0.002137,0.731308,0.0,0.993968,0.841991,0.846154,78
RF01477,mafft,0.961765,0.034314,0.003922,0.895232,0.0,0.992733,0.942913,0.929412,255
RF01480,mafft,0.955326,0.027491,0.017182,0.904586,0.0,0.990028,0.920139,0.928522,97
RF01492,mafft,0.580552,0.276591,0.142857,0.002753,0.818015,0.824818,0.608764,0.458723,214
RF01495,mafft,0.815217,0.108696,0.076087,0.617935,1.0,0.963551,0.857031,0.732476,161
RF01499,mafft,0.731973,0.171429,0.096599,0.442292,0.722166,0.902858,0.730769,0.619955,105
RF01500,mafft,0.669913,0.248918,0.081169,0.216014,0.884848,0.792687,0.680828,0.509091,154
RF01502,mafft,0.288109,0.140299,0.571592,0.165221,0.894006,0.631091,0.803587,0.165186,804
RF01504,mafft,0.636937,0.201802,0.161261,0.346738,0.920155,0.81579,0.706522,0.487928,185
RF01510,mafft,0.827206,0.121324,0.051471,0.644571,1.0,0.902882,0.764925,0.715686,68
RF01517,mafft,0.914414,0.072072,0.013514,0.809427,0.333333,0.964431,0.893182,0.863363,111
RF01523,mafft,0.835821,0.128358,0.035821,0.665407,1.0,0.954511,0.781818,0.750746,67
RF01529,mafft,0.849057,0.141509,0.009434,0.716981,1.0,0.857089,0.8,0.698113,106
RF01534,mafft,0.878788,0.098485,0.022727,0.80303,1.0,0.87025,0.869231,0.757576,66
RF01540,mafft,0.828205,0.15641,0.015385,0.532807,0.2,0.914695,0.731771,0.734359,65
RF01549,mafft,0.728571,0.169048,0.102381,0.460387,1.0,0.862041,0.681159,0.599048,70
RF01561,mafft,0.925439,0.061404,0.013158,0.83084,0.0,0.993643,0.893333,0.855263,76
RF01564,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,65
RF01572,mafft,0.930818,0.069182,0.0,0.80941,0.0,1.0,0.904762,0.861635,106
RF01581,mafft,0.847853,0.103988,0.04816,0.615794,0.787981,0.971857,0.823765,0.769487,163
RF01586,mafft,0.925926,0.02963,0.044444,0.918374,1.0,0.974448,0.910112,0.874074,90
RF01587,mafft,0.863636,0.081169,0.055195,0.792006,0.888889,0.947224,0.878289,0.796537,77
RF01596,mafft,0.920732,0.067073,0.012195,0.865854,1.0,0.935743,0.91358,0.841463,82
RF01606,mafft,0.884354,0.095238,0.020408,0.743921,1.0,0.979755,0.844749,0.78458,147
RF01607,mafft,0.861111,0.112963,0.025926,0.663858,0.777778,0.949134,0.852612,0.759259,135
RF01611,mafft,0.893333,0.062222,0.044444,0.835295,1.0,0.958371,0.855856,0.817778,75
RF01612,mafft,0.769575,0.170022,0.060403,0.545754,1.0,0.94603,0.759009,0.590604,149
RF01618,mafft,0.978836,0.010582,0.010582,0.970848,0.0,1.0,0.973118,0.957672,63
RF01620,mafft,0.856383,0.10461,0.039007,0.707261,0.785043,0.914759,0.841071,0.767139,141
RF01625,mafft,0.94382,0.042135,0.014045,0.867858,0.788675,0.978407,0.920455,0.897004,89
RF01626,mafft,0.934932,0.058219,0.006849,0.845185,0.0,0.973064,0.885417,0.888128,73
RF01628,mafft,0.900709,0.078014,0.021277,0.789275,1.0,0.975103,0.845238,0.820331,141
RF01632,mafft,0.882952,0.109415,0.007634,0.708179,0.0,0.980017,0.8,0.78117,131
RF01633,mafft,0.918605,0.077519,0.003876,0.78812,0.0,0.957912,0.882812,0.861757,129
RF01638,mafft,0.928,0.0608,0.0112,0.821473,1.0,0.979685,0.908065,0.8864,125
RF01641,mafft,0.945946,0.04955,0.004505,0.866897,0.0,0.993477,0.90411,0.896396,74
RF01644,mafft,0.816901,0.152582,0.030516,0.606234,0.9,0.935651,0.799054,0.683099,142
RF01655,mafft,0.810526,0.136842,0.052632,0.597871,1.0,0.968084,0.822727,0.691729,133
RF01659,mafft,0.862903,0.129032,0.008065,0.741935,1.0,0.880981,0.845528,0.725806,124
RF01664,mafft,0.916016,0.080078,0.003906,0.801815,0.0,0.929253,0.852362,0.873698,128
RF01666,mafft,0.920139,0.069444,0.010417,0.783292,0.0,0.986873,0.873239,0.851852,72
RF01668,mafft,0.804795,0.183219,0.011986,0.40472,0.0,0.888956,0.675347,0.704012,73
RF01690,mafft,0.661024,0.24239,0.096586,0.099893,0.709112,0.88792,0.606056,0.553128,74
RF01703,mafft,0.845041,0.128099,0.02686,0.672132,0.737108,0.895811,0.792531,0.751377,242
RF01714,mafft,0.899543,0.091324,0.009132,0.748412,0.0,0.993487,0.833333,0.803653,73
RF01717,mafft,0.461329,0.154512,0.384159,0.145346,0.552759,0.783459,0.627648,0.374456,155
RF01718,mafft,0.580078,0.287891,0.132031,-0.012689,0.743009,0.835923,0.623821,0.441094,160
RF01727,mafft,0.689103,0.24537,0.065527,0.176172,0.634606,0.832613,0.701525,0.617925,52
RF01728,mafft,0.415332,0.152885,0.431783,0.246547,0.906486,0.795065,0.755079,0.279254,270
RF01729,mafft,0.738885,0.211715,0.0494,0.302913,0.732038,0.935243,0.698006,0.632322,109
RF01735,mafft,0.777261,0.155039,0.0677,0.396427,0.769624,0.936476,0.78151,0.694681,129
RF01738,mafft,0.675113,0.279638,0.045249,0.122877,0.593114,0.857148,0.587316,0.564706,65
RF01749,mafft,0.389451,0.199215,0.411334,0.025743,0.861782,0.795146,0.738329,0.284702,155
RF01751,mafft,0.739509,0.109308,0.151184,0.506543,0.605409,0.929783,0.783134,0.675554,82
RF01761,mafft,0.505068,0.155906,0.339027,0.268793,0.748444,0.817404,0.718191,0.429393,148
RF01771,mafft,0.794197,0.162618,0.043185,0.436467,0.740398,0.951511,0.783526,0.699955,114
RF01780,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,109
RF01796,mafft,0.764205,0.13589,0.099905,0.529202,0.674094,0.921758,0.770038,0.68529,132
RF01800,mafft,0.998013,0.0,0.001987,1.0,1.0,0.998327,0.998011,0.996026,755
RF01803,mafft,0.887464,0.112179,0.000356,0.628069,0.0,0.951849,0.777576,0.844687,54
RF01808,mafft,0.772195,0.17122,0.056585,0.445857,0.726568,0.925855,0.730392,0.672954,205
RF01809,mafft,0.828205,0.159615,0.012179,0.507892,0.0,0.950452,0.752597,0.769366,78
RF01818,mafft,0.997732,0.000756,0.001512,0.997918,0.0,0.998973,0.995455,0.996221,441
RF01821,mafft,0.804444,0.125926,0.06963,0.595585,0.90625,0.954457,0.786567,0.68963,135
RF01827,mafft,0.937607,0.050427,0.011966,0.810518,0.763523,0.994728,0.918755,0.898006,90
RF01829,mafft,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,53
RF01842,mafft,0.965909,0.026515,0.007576,0.926954,0.0,0.994614,0.938697,0.935606,88
RF01852,mafft,0.592582,0.29754,0.109878,-0.095783,0.571515,0.79738,0.609845,0.488211,102
