family,tool,Filename,Match,Mismatch,Gap,IC,GapAC,LFPR,FlipScore,MeanPairwiseID,AlignmentLength,sp
RF00047,mafft,RF00047_mafft.fasta,0.644665,0.239828,0.115506,0.029048,0.627037,0.906213,0.670101,0.552639,79,0.8459055914145734
RF00048,mafft,RF00048_mafft.fasta,0.858314,0.141686,0.0,0.560441,0.0,0.970797,0.802083,0.81716,61,1.0
RF00049,mafft,RF00049_mafft.fasta,0.575136,0.211252,0.213612,0.095066,0.690515,0.790342,0.658291,0.46687,95,0.6801269586599583
RF00050,mafft,RF00050_mafft.fasta,0.381627,0.137431,0.480942,0.21403,0.883433,0.908137,0.816302,0.329511,262,0.9556601632274428
RF00051,mafft,RF00051_mafft.fasta,0.59694,0.215199,0.187862,0.026249,0.697451,0.854316,0.666368,0.49608,92,0.924810357023747
RF00052,mafft,RF00052_mafft.fasta,0.785417,0.1625,0.052083,0.502349,1.0,0.932076,0.78903,0.650833,80,0.9183673469387756
RF00053,mafft,RF00053_mafft.fasta,0.608809,0.20863,0.182561,0.057298,0.743009,0.874913,0.719697,0.510781,102,0.8323563058467056
RF00054,mafft,RF00054_mafft.fasta,0.734929,0.143617,0.121454,0.525673,0.927816,0.906388,0.786738,0.60735,94,0.7399568881050362
RF00055,mafft,RF00055_mafft.fasta,0.610043,0.232906,0.157051,0.19393,0.809436,0.840656,0.662352,0.453526,104,0.5891608391608392
RF00056,mafft,RF00056_mafft.fasta,0.813571,0.129643,0.056786,0.442579,0.718711,0.961424,0.751259,0.728223,140,0.9189044676806084
RF00057,mafft,RF00057_mafft.fasta,0.76765,0.129083,0.103267,0.449634,0.635274,0.928868,0.809829,0.679199,73,0.7748306184229494
RF00058,mafft,RF00058_mafft.fasta,0.904624,0.070809,0.024566,0.776828,0.777778,0.966571,0.872093,0.833333,173,0.967967967967968
RF00059,mafft,RF00059_mafft.fasta,0.241819,0.134161,0.62402,0.03972,0.823339,0.711512,0.78579,0.184654,282,0.760704749813489
RF00060,mafft,RF00060_mafft.fasta,0.844444,0.118519,0.037037,0.656075,1.0,0.917889,0.76306,0.740741,135,0.9568627450980391
RF00061,mafft,RF00061_mafft.fasta,0.893808,0.035479,0.070713,0.848454,0.97095,0.986334,0.931108,0.843177,356,0.9940274108473974
RF00062,mafft,RF00062_mafft.fasta,0.655294,0.135294,0.209412,0.580764,0.980412,0.94187,0.786982,0.501176,170,0.742714404662781
RF00063,mafft,RF00063_mafft.fasta,0.814433,0.17732,0.008247,0.492962,0.0,0.936093,0.783333,0.704124,97,0.987460815047022
RF00064,mafft,RF00064_mafft.fasta,0.749831,0.181695,0.068475,0.435532,0.950902,0.945108,0.748299,0.60339,295,0.7751322751322751
RF00065,mafft,RF00065_mafft.fasta,0.87218,0.088722,0.039098,0.728958,0.73165,0.954601,0.84697,0.803759,133,0.9348171701112876
RF00066,mafft,RF00066_mafft.fasta,0.663988,0.216071,0.11994,0.120612,0.770786,0.912465,0.718599,0.543693,70,0.7257013836976918
RF00067,mafft,RF00067_mafft.fasta,0.645674,0.238773,0.115553,0.19444,0.839987,0.871775,0.669421,0.52322,166,0.6376364804110469
RF00068,mafft,RF00068_mafft.fasta,0.785567,0.169072,0.045361,0.486873,0.942308,0.932266,0.747917,0.651546,97,0.7721661054994389
RF00069,mafft,RF00069_mafft.fasta,0.591737,0.172269,0.235994,0.345043,0.849031,0.832381,0.698727,0.479099,102,0.7260856361979957
RF00070,mafft,RF00070_mafft.fasta,0.654839,0.132258,0.212903,0.579392,1.0,0.858708,0.75,0.528793,93,0.8193612774451098
RF00071,mafft,RF00071_mafft.fasta,0.696092,0.115402,0.188506,0.559461,0.757602,0.910429,0.763256,0.629464,87,0.882091375519179
RF00072,mafft,RF00072_mafft.fasta,0.743056,0.195602,0.061343,0.37062,0.7678,0.885999,0.70979,0.612037,144,0.7444444444444445
RF00073,mafft,RF00073_mafft.fasta,0.695192,0.160577,0.144231,0.413215,0.798462,0.874796,0.766019,0.583547,104,0.758850146393399
RF00074,mafft,RF00074_mafft.fasta,0.540147,0.188387,0.271467,0.124776,0.697863,0.838972,0.730479,0.478199,94,0.7771984644228194
RF00075,mafft,RF00075_mafft.fasta,0.375555,0.183042,0.441403,-0.001967,0.932299,0.922946,0.799911,0.27734,218,0.7398430474944822
RF00076,mafft,RF00076_mafft.fasta,0.602732,0.195023,0.202246,0.258657,0.724719,0.904713,0.714437,0.516368,97,0.7950844326043054
RF00077,mafft,RF00077_mafft.fasta,0.905325,0.089941,0.004734,0.763943,0.0,0.993138,0.846429,0.851479,169,0.9844776119402984
RF00078,mafft,RF00078_mafft.fasta,0.638569,0.127956,0.233475,0.482558,0.761399,0.839901,0.727941,0.548135,97,0.724818739542666
RF00079,mafft,RF00079_mafft.fasta,0.730487,0.154729,0.114784,0.458911,0.81125,0.946121,0.75,0.653548,99,0.7956517194522839
RF00080,mafft,RF00080_mafft.fasta,0.474269,0.196578,0.329154,0.178828,0.855398,0.822647,0.732529,0.355062,264,0.406453789071284
RF00081,mafft,RF00081_mafft.fasta,0.833834,0.133133,0.033033,0.500721,0.61253,0.97113,0.80404,0.735736,111,0.8313157894736842
RF00082,mafft,RF00082_mafft.fasta,0.724702,0.172619,0.102679,0.455132,0.876493,0.93759,0.727001,0.601438,192,0.7338943702843876
RF00083,mafft,RF00083_mafft.fasta,0.729776,0.119143,0.151081,0.548955,0.840608,0.936635,0.764977,0.650143,249,0.93180241597895
RF00084,mafft,RF00084_mafft.fasta,0.872093,0.112403,0.015504,0.684178,1.0,0.937929,0.820039,0.784238,258,0.9113333333333332
RF00085,mafft,RF00085_mafft.fasta,0.74375,0.120455,0.135795,0.483477,0.86797,0.91455,0.748276,0.65323,88,0.8636493025903786
RF00086,mafft,RF00086_mafft.fasta,0.73494,0.137048,0.128012,0.528416,0.742233,0.887609,0.728659,0.626076,83,0.742392444910808
RF00087,mafft,RF00087_mafft.fasta,0.819853,0.116912,0.063235,0.544243,0.601626,0.95525,0.789278,0.74421,80,0.8720288837629124
RF00088,mafft,RF00088_mafft.fasta,0.815132,0.101974,0.082895,0.562365,0.571561,0.951205,0.801333,0.742036,76,0.962616105012666
RF00089,mafft,RF00089_mafft.fasta,0.761134,0.138664,0.100202,0.404815,0.57179,0.921337,0.742564,0.666802,76,0.8920736515003942
RF00090,mafft,RF00090_mafft.fasta,0.789583,0.117045,0.093371,0.500098,0.723304,0.943211,0.732686,0.703969,220,0.9426058355045548
RF00091,mafft,RF00091_mafft.fasta,0.765415,0.160524,0.074061,0.46766,0.668201,0.930581,0.711586,0.684754,166,0.932206710751898
RF00092,mafft,RF00092_mafft.fasta,0.841667,0.112037,0.046296,0.607332,0.808947,0.945142,0.786381,0.752646,135,0.9455840455840456
RF00093,mafft,RF00093_mafft.fasta,0.575243,0.151699,0.273058,0.30895,0.817308,0.85178,0.770833,0.46246,103,0.8276406952716665
RF00094,mafft,RF00094_mafft.fasta,0.678341,0.189247,0.132412,0.464495,0.639411,0.885363,0.700682,0.615361,105,0.6793966059082338
RF00095,mafft,RF00095_mafft.fasta,0.617143,0.273016,0.109841,0.021312,0.756142,0.799558,0.630968,0.521058,63,0.8877271595718198
RF00096,mafft,RF00096_mafft.fasta,0.64523,0.183614,0.171156,0.184409,0.592507,0.876413,0.6393,0.536147,162,0.825386666102448
RF00097,mafft,RF00097_mafft.fasta,0.889259,0.101111,0.00963,0.518128,0.0,0.995653,0.840374,0.811296,108,0.9955073006364658
RF00099,mafft,RF00099_mafft.fasta,0.76238,0.117026,0.120594,0.48581,0.540414,0.942182,0.699626,0.684857,143,0.9422930486859526
RF00100,mafft,RF00100_mafft.fasta,0.730064,0.077239,0.192698,0.544509,0.850101,0.951494,0.832743,0.644251,399,0.8500018879777013
RF00101,mafft,RF00101_mafft.fasta,0.860324,0.100202,0.039474,0.717173,1.0,0.961224,0.830362,0.82279,152,0.9724503311258278
RF00102,mafft,RF00102_mafft.fasta,0.576745,0.194712,0.228543,0.218252,0.786893,0.864222,0.657005,0.461559,208,0.7611526359057708
RF00103,mafft,RF00103_mafft.fasta,0.623226,0.203477,0.173296,0.191968,0.754113,0.873772,0.680491,0.544092,89,0.9050719864496096
RF00104,mafft,RF00104_mafft.fasta,0.699719,0.226793,0.073488,0.236093,0.656718,0.925861,0.661325,0.614185,79,0.9316318844432628
RF00105,mafft,RF00105_mafft.fasta,0.899926,0.061012,0.039062,0.691515,0.829087,0.989703,0.870858,0.83871,84,0.9697139224411953
RF00106,mafft,RF00106_mafft.fasta,0.761111,0.187963,0.050926,0.442833,1.0,0.905957,0.68972,0.670782,108,0.8643061359137894
RF00107,mafft,RF00107_mafft.fasta,0.915612,0.065401,0.018987,0.791932,1.0,0.965499,0.899573,0.867511,79,0.937719298245614
RF00108,mafft,RF00108_mafft.fasta,0.719211,0.103614,0.177176,0.541454,0.688427,0.917204,0.740699,0.656515,113,0.9543284019334992
RF00109,mafft,RF00109_mafft.fasta,0.709211,0.152632,0.138158,0.343122,0.833815,0.918536,0.757495,0.589254,80,0.7668794390002697
RF00110,mafft,RF00110_mafft.fasta,0.845679,0.12963,0.024691,0.57403,0.804554,0.923619,0.795312,0.765432,81,0.8801102434542949
RF00111,mafft,RF00111_mafft.fasta,0.73369,0.151337,0.114973,0.410839,0.789655,0.947226,0.763627,0.631417,110,0.8377109200891436
RF00112,mafft,RF00112_mafft.fasta,0.808662,0.140918,0.05042,0.541554,0.782907,0.970277,0.776471,0.735133,91,0.922671959955122
RF00113,mafft,RF00113_mafft.fasta,0.746835,0.188384,0.06478,0.385618,0.808926,0.940401,0.675534,0.654831,158,0.8473020106688551
RF00114,mafft,RF00114_mafft.fasta,0.519636,0.219085,0.261279,0.09241,0.785795,0.853808,0.683815,0.430822,158,0.7787600202464893
RF00115,mafft,RF00115_mafft.fasta,0.911458,0.085938,0.002604,0.742017,0.0,0.969576,0.905263,0.838542,96,0.8586387434554974
RF00116,mafft,RF00116_mafft.fasta,0.987179,0.00641,0.00641,0.979198,1.0,1.0,0.980519,0.977106,78,1.0
RF00117,mafft,RF00117_mafft.fasta,0.991491,0.008509,0.0,0.968011,0.0,1.0,0.984917,0.984484,222,1.0
RF00118,mafft,RF00118_mafft.fasta,0.781513,0.12605,0.092437,0.584617,0.901878,0.926793,0.810235,0.689776,68,0.9686746987951808
RF00119,mafft,RF00119_mafft.fasta,0.982278,0.017722,0.0,0.942018,0.0,1.0,0.964103,0.967089,79,1.0
RF00121,mafft,RF00121_mafft.fasta,0.757752,0.187984,0.054264,0.406137,0.743795,0.885937,0.750977,0.654208,129,0.7505324003650745
RF00122,mafft,RF00122_mafft.fasta,0.992982,0.005263,0.001754,0.981002,0.0,1.0,0.985841,0.985965,114,0.9753521126760564
RF00124,mafft,RF00124_mafft.fasta,0.91401,0.076329,0.009662,0.794583,0.5,0.984595,0.869903,0.866184,207,0.9847590953785644
RF00125,mafft,RF00125_mafft.fasta,0.909859,0.076995,0.013146,0.795342,1.0,0.992502,0.903774,0.857746,213,0.9463858305409286
RF00126,mafft,RF00126_mafft.fasta,0.79707,0.163273,0.039657,0.489544,0.939418,0.943901,0.742294,0.697392,311,0.9469791566612236
RF00127,mafft,RF00127_mafft.fasta,0.481766,0.22906,0.289174,-0.0232,0.806161,0.830518,0.693743,0.404655,135,0.8091272708313161
RF00128,mafft,RF00128_mafft.fasta,0.761286,0.155267,0.083447,0.447484,0.907706,0.919615,0.736842,0.676171,172,0.8987753911944796
RF00129,mafft,RF00129_mafft.fasta,0.794663,0.107138,0.098199,0.575528,0.870208,0.941898,0.811435,0.729445,83,0.9781229298452986
RF00130,mafft,RF00130_mafft.fasta,0.525069,0.125624,0.349306,0.559273,0.900012,0.86804,0.804778,0.464851,115,0.9544196008776512
RF00131,mafft,RF00131_mafft.fasta,0.625479,0.222454,0.152067,0.16631,0.676106,0.831118,0.689728,0.550421,85,0.9098094239576036
RF00132,mafft,RF00132_mafft.fasta,0.810374,0.130952,0.058673,0.638401,0.930151,0.900441,0.80756,0.741342,98,0.9111527967257844
RF00133,mafft,RF00133_mafft.fasta,0.564293,0.206051,0.229656,0.125075,0.560373,0.771463,0.635646,0.464323,108,0.782987633915217
RF00134,mafft,RF00134_mafft.fasta,0.613845,0.173895,0.21226,0.343387,0.788213,0.831278,0.681818,0.508678,109,0.7829771554900515
RF00135,mafft,RF00135_mafft.fasta,0.901053,0.090526,0.008421,0.709613,0.0,0.995047,0.882979,0.825263,95,1.0
RF00136,mafft,RF00136_mafft.fasta,0.777376,0.092459,0.130165,0.547939,0.719389,0.963631,0.818182,0.696773,88,0.972777713559126
RF00137,mafft,RF00137_mafft.fasta,0.866071,0.094643,0.039286,0.718199,0.849241,0.970921,0.810127,0.796429,80,0.9292035398230089
RF00138,mafft,RF00138_mafft.fasta,0.841584,0.128713,0.029703,0.637108,0.93425,0.950761,0.814,0.749505,101,0.9779874213836478
RF00139,mafft,RF00139_mafft.fasta,0.836571,0.096406,0.067023,0.534575,0.714405,0.966403,0.776229,0.759401,142,0.9698501872659177
RF00140,mafft,RF00140_mafft.fasta,0.631811,0.204527,0.163662,0.133345,0.724391,0.873687,0.70422,0.52582,128,0.6881922758694318
RF00142,mafft,RF00142_mafft.fasta,0.832468,0.111688,0.055844,0.642584,1.0,0.974492,0.836173,0.729004,110,0.8960538979788258
RF00143,mafft,RF00143_mafft.fasta,0.606771,0.166956,0.226273,0.380709,0.817758,0.90735,0.769006,0.539335,96,0.910876475930972
RF00144,mafft,RF00144_mafft.fasta,0.79939,0.099434,0.101176,0.575165,0.832568,0.935813,0.838231,0.723734,83,0.985634584465033
RF00145,mafft,RF00145_mafft.fasta,0.663636,0.210227,0.126136,0.283131,0.764716,0.871896,0.726122,0.551591,80,0.6371584699453552
RF00147,mafft,RF00147_mafft.fasta,0.618541,0.180851,0.200608,0.35467,0.869668,0.743374,0.65745,0.515431,94,0.83883964544722
RF00149,mafft,RF00149_mafft.fasta,0.725857,0.193925,0.080218,0.345905,0.915432,0.895786,0.71934,0.628009,107,0.8252473667411426
RF00150,mafft,RF00150_mafft.fasta,0.742455,0.183099,0.074447,0.4428,0.774161,0.926962,0.722449,0.624413,71,0.8138424821002387
RF00151,mafft,RF00151_mafft.fasta,0.703409,0.118182,0.178409,0.504018,0.756031,0.891268,0.77944,0.639867,80,0.939596721891398
RF00152,mafft,RF00152_mafft.fasta,0.740015,0.139785,0.1202,0.410904,0.729452,0.924619,0.744177,0.647807,93,0.8265893994848854
RF00153,mafft,RF00153_mafft.fasta,0.90312,0.078818,0.018062,0.649371,0.641026,0.994623,0.850498,0.83327,87,0.9592842323651452
RF00154,mafft,RF00154_mafft.fasta,0.796739,0.1125,0.090761,0.496956,0.717257,0.937986,0.775454,0.712747,80,0.8664502534312888
RF00155,mafft,RF00155_mafft.fasta,0.828252,0.106294,0.065455,0.552639,0.764055,0.964233,0.795493,0.758881,143,0.980303641682639
RF00156,mafft,RF00156_mafft.fasta,0.74932,0.126246,0.124434,0.472293,0.762275,0.933808,0.726098,0.669335,154,0.966724419501115
RF00157,mafft,RF00157_mafft.fasta,0.825,0.101744,0.073256,0.561752,0.628479,0.948563,0.777647,0.755875,86,0.9720270360704008
RF00158,mafft,RF00158_mafft.fasta,0.773126,0.108569,0.118306,0.555398,0.62486,0.927503,0.716963,0.703875,79,0.9493436781090712
RF00159,mafft,RF00159_mafft.fasta,0.876471,0.088235,0.035294,0.711268,1.0,0.942628,0.831349,0.804706,85,0.9238410596026492
RF00160,mafft,RF00160_mafft.fasta,0.782828,0.119192,0.09798,0.545583,0.91338,0.958678,0.804082,0.674523,99,0.8106821787414067
RF00161,mafft,RF00161_mafft.fasta,0.851923,0.111538,0.036538,0.618437,0.72199,0.942767,0.800781,0.778022,65,0.903206997084548
RF00162,mafft,RF00162_mafft.fasta,0.256844,0.106554,0.636602,-0.108609,0.735674,0.718949,0.779161,0.207764,302,0.8022533690849133
RF00163,mafft,RF00163_mafft.fasta,0.381579,0.070086,0.548335,0.705178,0.962353,0.849953,0.868506,0.223853,133,0.6302080428356295
RF00164,mafft,RF00164_mafft.fasta,0.755319,0.159574,0.085106,0.496086,0.610811,0.902789,0.747712,0.710905,47,0.992619926199262
RF00165,mafft,RF00165_mafft.fasta,0.596154,0.309106,0.09474,-0.060847,0.475751,0.82578,0.596728,0.481168,68,0.7731769879076584
RF00166,mafft,RF00166_mafft.fasta,0.694805,0.143579,0.161616,0.453163,0.826226,0.879188,0.698983,0.603154,154,0.7160664458758181
RF00167,mafft,RF00167_mafft.fasta,0.589679,0.326931,0.08339,-0.109392,0.493767,0.795237,0.580948,0.497472,110,0.9496475085536475
RF00168,mafft,RF00168_mafft.fasta,0.413499,0.273647,0.312854,-0.015528,0.837444,0.723373,0.648536,0.312382,267,0.7653957531540887
RF00169,mafft,RF00169_mafft.fasta,0.406955,0.252756,0.340289,-0.205951,0.775241,0.754442,0.689833,0.299791,130,0.6924097031709352
RF00170,mafft,RF00170_mafft.fasta,0.702091,0.148084,0.149826,0.515686,0.91529,0.952117,0.78836,0.594657,82,0.871130309575234
RF00171,mafft,RF00171_mafft.fasta,0.704094,0.143275,0.152632,0.472928,0.870121,0.940084,0.777778,0.583772,190,0.85243766282099
RF00172,mafft,RF00172_mafft.fasta,0.753788,0.145202,0.10101,0.49378,0.869655,0.927267,0.731801,0.638258,88,0.7435424354243543
RF00173,mafft,RF00173_mafft.fasta,0.873077,0.111538,0.015385,0.703999,1.0,0.980994,0.8,0.8,52,0.9881422924901184
RF00174,mafft,RF00174_mafft.fasta,0.157921,0.094755,0.747324,-0.190779,0.763293,0.655346,0.833104,0.10857,798,0.5497360159389971
RF00175,mafft,RF00175_mafft.fasta,0.830548,0.081551,0.087901,0.643809,0.378787,0.940599,0.743844,0.781786,44,0.9689432747308676
RF00176,mafft,RF00176_mafft.fasta,0.949275,0.042271,0.008454,0.834461,0.530866,0.994836,0.936508,0.918159,92,0.9752489536729688
RF00177,mafft,RF00177_mafft.fasta,0.63461,0.162969,0.202421,0.327835,0.867256,0.923245,0.759765,0.569874,1920,0.9431393971237754
RF00178,mafft,RF00178_mafft.fasta,0.780702,0.108814,0.110485,0.539633,0.740237,0.927515,0.814392,0.70422,76,0.970297978346268
RF00179,mafft,RF00179_mafft.fasta,0.964789,0.024648,0.010563,0.906228,0.884885,1.0,0.976786,0.934608,71,0.9604722792607804
RF00180,mafft,RF00180_mafft.fasta,0.902287,0.085239,0.012474,0.721686,0.433013,1.0,0.852564,0.848579,37,0.9404255319148936
RF00181,mafft,RF00181_mafft.fasta,0.525121,0.142857,0.332022,0.361266,0.79464,0.878515,0.737212,0.429845,112,0.9106576408646456
RF00182,mafft,RF00182_mafft.fasta,0.856061,0.125758,0.018182,0.674005,0.710557,0.926353,0.798165,0.787273,110,0.980721393034826
RF00183,mafft,RF00183_mafft.fasta,0.840278,0.106061,0.053662,0.559299,0.754147,0.97644,0.780612,0.747811,99,0.8773766877927803
RF00184,mafft,RF00184_mafft.fasta,0.976852,0.023148,0.0,0.93641,0.0,0.990832,0.95283,0.959877,54,1.0
RF00185,mafft,RF00185_mafft.fasta,0.605952,0.255844,0.138203,0.137962,0.704951,0.821088,0.577436,0.489055,110,0.567087843996092
RF00186,mafft,RF00186_mafft.fasta,0.793327,0.088044,0.118628,0.610272,0.510818,0.928419,0.799719,0.735162,83,0.9293020457280384
RF00187,mafft,RF00187_mafft.fasta,0.89697,0.052121,0.050909,0.801313,0.61041,0.974049,0.839066,0.847758,75,0.9125455491931286
RF00188,mafft,RF00188_mafft.fasta,0.75295,0.108838,0.138211,0.581061,0.831622,0.924165,0.77386,0.670968,93,0.964975845410628
RF00189,mafft,RF00189_mafft.fasta,0.939076,0.058824,0.002101,0.812765,0.0,1.0,0.936034,0.901961,68,0.9873417721518988
RF00190,mafft,RF00190_mafft.fasta,0.751264,0.151264,0.097471,0.320044,0.668483,0.947245,0.711409,0.651872,150,0.8868694362017804
RF00191,mafft,RF00191_mafft.fasta,0.813116,0.125986,0.060897,0.486561,0.760637,0.963711,0.743672,0.723945,156,0.956961101933103
RF00192,mafft,RF00192_mafft.fasta,0.981818,0.018182,0.0,0.93437,0.0,1.0,0.962963,0.963636,55,1.0
RF00193,mafft,RF00193_mafft.fasta,0.981818,0.011313,0.006869,0.964018,0.0,0.996658,0.963909,0.972525,275,0.9949021207177814
RF00194,mafft,RF00194_mafft.fasta,0.957108,0.025735,0.017157,0.884372,1.0,1.0,0.950249,0.922048,68,0.9902966148417688
RF00195,mafft,RF00195_mafft.fasta,0.773753,0.137389,0.088859,0.526321,0.786545,0.916822,0.729339,0.687765,133,0.8948017892950795
RF00196,mafft,RF00196_mafft.fasta,0.971429,0.028571,0.0,0.926619,0.0,0.985507,0.941176,0.958095,35,1.0
RF00198,mafft,RF00198_mafft.fasta,0.921833,0.058288,0.019879,0.786724,0.551655,0.972321,0.885034,0.89398,106,0.9870668681332752
