family,tool,sp
RF01137,mafft,0.8
RF01139,mafft,0.9189736664415936
RF01140,mafft,0.7959949937421777
RF01141,mafft,0.7888888888888889
RF01151,mafft,0.976344520824909
RF01159,mafft,0.908176702980965
RF01163,mafft,0.873015873015873
RF01164,mafft,0.9355357142857142
RF01173,mafft,0.9960552268244576
RF01174,mafft,0.9397044804575786
RF01176,mafft,0.8500230733733272
RF01178,mafft,0.891547619047619
RF01181,mafft,0.9092391937550972
RF01197,mafft,0.912280701754386
RF01204,mafft,0.8961303462321792
RF01222,mafft,0.9917808219178084
RF01227,mafft,0.8461538461538461
RF01232,mafft,0.995645863570392
RF01241,mafft,0.9361613840211944
RF01244,mafft,0.8876651982378855
RF01257,mafft,0.897056377847996
RF01262,mafft,0.9587482219061166
RF01277,mafft,0.917323151125402
RF01280,mafft,0.9021424435437174
RF01287,mafft,0.7147102526002972
RF01292,mafft,0.91123439667129
RF01306,mafft,1.0
RF01327,mafft,1.0
RF01335,mafft,1.0
RF01342,mafft,1.0
RF01353,mafft,1.0
RF01360,mafft,1.0
RF01361,mafft,1.0
RF01365,mafft,1.0
RF01386,mafft,0.8814229249011858
RF01388,mafft,1.0
RF01394,mafft,0.7991036593905684
RF01413,mafft,0.8065560626618972
RF01417,mafft,0.9922020051986632
RF01418,mafft,1.0
RF01423,mafft,0.6988277727682597
RF01434,mafft,0.9717171717171718
RF01475,mafft,0.9957081545064378
RF01477,mafft,0.9980250164581962
RF01480,mafft,0.9964912280701754
RF01492,mafft,0.709333626325331
RF01495,mafft,0.9554794520547946
RF01499,mafft,0.7416798732171157
RF01500,mafft,0.7905918057663126
RF01502,mafft,0.4542416313027916
RF01504,mafft,0.5614349775784754
RF01510,mafft,1.0
RF01517,mafft,0.9523809523809524
RF01523,mafft,0.8012618296529969
RF01529,mafft,0.971153846153846
RF01534,mafft,0.984126984126984
RF01540,mafft,0.9768664563617244
RF01549,mafft,0.8166849615806806
RF01561,mafft,0.9594594594594594
RF01564,mafft,1.0
RF01572,mafft,1.0
RF01581,mafft,0.913979236367399
RF01586,mafft,0.9682539682539684
RF01587,mafft,0.9009661835748792
RF01596,mafft,1.0
RF01606,mafft,0.8588235294117647
RF01607,mafft,0.9472329472329472
RF01611,mafft,1.0
RF01612,mafft,0.8282828282828283
RF01618,mafft,0.9783783783783784
RF01620,mafft,0.963337547408344
RF01625,mafft,0.9769230769230768
RF01626,mafft,1.0
RF01628,mafft,0.9557739557739556
RF01632,mafft,1.0
RF01633,mafft,1.0
RF01638,mafft,1.0
RF01641,mafft,1.0
RF01644,mafft,0.8138957816377171
RF01655,mafft,0.8489626556016597
RF01659,mafft,0.7459016393442623
RF01664,mafft,0.9947575360419396
RF01666,mafft,0.8028169014084507
RF01668,mafft,0.9547038327526132
RF01690,mafft,0.8996790636209175
RF01703,mafft,0.9417758369723436
RF01714,mafft,0.9907407407407408
RF01717,mafft,0.5897605791236068
RF01718,mafft,0.6987710219922381
RF01727,mafft,0.8765083819511115
RF01728,mafft,0.4490811700359787
RF01729,mafft,0.7985507246376812
RF01735,mafft,0.9305430091337952
RF01738,mafft,0.7109933448360858
RF01749,mafft,0.6543441430043837
RF01751,mafft,0.934351575723382
RF01761,mafft,0.8122192961634572
RF01771,mafft,0.9613687850244426
RF01780,mafft,1.0
RF01796,mafft,0.9357250700984974
RF01800,mafft,0.9986702127659576
RF01803,mafft,0.9971489665003564
RF01808,mafft,0.8784980517180304
RF01809,mafft,0.9914453873528608
RF01818,mafft,0.9984848484848484
RF01821,mafft,0.7638773819386909
RF01827,mafft,0.9812920198772288
RF01829,mafft,1.0
RF01842,mafft,0.9770114942528736
RF01852,mafft,0.810498947320291
RF01860,mafft,0.9658500371195248
RF01866,mafft,0.8827098078867543
RF01871,mafft,0.8176470588235294
RF01873,mafft,0.9826575325556997
RF01879,mafft,0.9700647745152128
RF01881,mafft,0.991725015913431
RF01889,mafft,0.9404761904761904
RF01891,mafft,0.9648563804740228
RF01902,mafft,1.0
RF01905,mafft,0.992276964047936
RF01919,mafft,0.9833780160857908
RF01922,mafft,1.0
RF01924,mafft,0.9914346895074948
RF01929,mafft,0.951316839584996
RF01931,mafft,0.8843283582089553
RF01950,mafft,0.9751502493499852
RF01951,mafft,0.9636803339333238
RF01957,mafft,0.9361267245784364
RF01970,mafft,0.9585644146324596
RF01985,mafft,0.9969742813918304
RF01992,mafft,0.9522616696372658
RF02005,mafft,0.7173291801537715
RF02008,mafft,1.0
RF02017,mafft,1.0
RF02037,mafft,0.9739601336559512
RF02053,mafft,0.8614072494669509
RF02064,mafft,0.8959537572254336
RF02077,mafft,0.9830866807610994
RF02110,mafft,0.8784878175669817
RF02125,mafft,0.9839786381842456
RF02131,mafft,0.982851790474818
RF02142,mafft,0.9488770685579196
RF02144,mafft,0.8848539869874413
RF02160,mafft,0.9533778920308484
RF02168,mafft,0.9079669898647588
RF02174,mafft,0.7808472246090393
RF02181,mafft,1.0
RF02191,mafft,0.986199846664963
RF02193,mafft,0.8116039158428876
RF02197,mafft,0.8656084656084656
RF02199,mafft,0.9042424242424244
RF02200,mafft,0.7876935615321924
RF02204,mafft,0.8814286480398992
RF02205,mafft,0.8859017271388405
RF02208,mafft,0.9956123244929798
RF02212,mafft,0.9072735804786484
RF02216,mafft,0.9787942389809656
RF02219,mafft,0.9945820433436532
RF02228,mafft,0.969526593950298
RF02233,mafft,1.0
RF02234,mafft,0.943923270792495
RF02250,mafft,0.9739991451773756
RF02251,mafft,0.8539094650205762
RF02255,mafft,1.0
RF02257,mafft,0.7769607843137255
RF02259,mafft,0.8648648648648649
RF02266,mafft,0.9810260014054814
RF02270,mafft,0.9883040935672516
RF02276,mafft,0.848534738228515
RF02297,mafft,1.0
RF02298,mafft,1.0
RF02312,mafft,1.0
RF02323,mafft,1.0
RF02325,mafft,0.963917525773196
RF02327,mafft,1.0
RF02330,mafft,0.931297709923664
RF02331,mafft,1.0
RF02346,mafft,0.9141489960592982
RF02347,mafft,0.9229757284746432
RF02362,mafft,0.7581196581196581
RF02363,mafft,0.7699004975124378
RF02372,mafft,0.9316804407713498
RF02390,mafft,1.0
RF02392,mafft,1.0
RF02393,mafft,1.0
RF02394,mafft,1.0
RF02399,mafft,0.7084392135883376
RF02407,mafft,0.967816091954023
RF02419,mafft,0.948645453143474
RF02439,mafft,0.9693877551020408
RF02454,mafft,0.9212121212121211
RF02455,mafft,1.0
RF02464,mafft,0.9182561307901907
RF02467,mafft,1.0
RF02475,mafft,1.0
RF02490,mafft,1.0
RF02496,mafft,0.919361397429324
RF02498,mafft,1.0
RF02499,mafft,1.0
RF02518,mafft,1.0
RF02521,mafft,1.0
RF02522,mafft,1.0
RF02526,mafft,0.9338794233289646
RF02534,mafft,1.0
RF02540,mafft,0.9326379220297888
RF02545,mafft,0.9179044018363488
RF02557,mafft,1.0
RF02562,mafft,1.0
RF02568,mafft,0.9852941176470588
RF02569,mafft,0.898635477582846
RF02570,mafft,1.0
RF02573,mafft,1.0
RF02589,mafft,0.9825918762088974
RF02597,mafft,1.0
RF02600,mafft,1.0
RF02610,mafft,0.9742376445846478
RF02615,mafft,1.0
RF02623,mafft,1.0
RF02624,mafft,1.0
RF02626,mafft,1.0
RF02633,mafft,0.9925373134328358
RF02642,mafft,0.943661971830986
RF02649,mafft,0.9849056603773584
RF02656,mafft,1.0
RF02664,mafft,0.9925187032418952
RF02667,mafft,1.0
RF02669,mafft,1.0
RF02676,mafft,1.0
RF02680,mafft,0.9295691567174744
RF02690,mafft,0.937968984492246
RF02698,mafft,1.0
RF02700,mafft,1.0
RF02703,mafft,0.9807692307692308
RF02705,mafft,1.0
RF02720,mafft,0.9339622641509434
RF02732,mafft,0.8251457119067444
RF02736,mafft,1.0
RF02737,mafft,0.9452975047984644
RF02741,mafft,1.0
RF02753,mafft,1.0
RF02760,mafft,0.979933110367893
RF02764,mafft,1.0
RF02765,mafft,1.0
RF02767,mafft,0.9934888768312534
RF02779,mafft,0.9094922737306844
RF02796,mafft,0.7427652733118971
RF02803,mafft,0.9752475247524752
RF02812,mafft,0.9954699886749716
RF02816,mafft,1.0
RF02822,mafft,0.9773755656108596
RF02833,mafft,0.8392523364485981
RF02836,mafft,0.9056974459724952
RF02837,mafft,0.5391458358491326
RF02856,mafft,1.0
RF02875,mafft,0.8831615120274914
RF02887,mafft,0.944527736131934
RF02904,mafft,0.8828451882845189
RF02914,mafft,0.8422410236563672
RF02917,mafft,0.9501446878875568
RF02935,mafft,0.9276707766974748
RF02938,mafft,0.7633374987984235
RF02943,mafft,0.8204808766848359
RF02970,mafft,0.9617874483006652
RF02971,mafft,0.9226226529376136
RF02997,mafft,0.8491413293113496
RF03009,mafft,0.8024855036568664
RF03010,mafft,0.9936305732484076
RF03015,mafft,0.9172782787842634
RF03018,mafft,0.8842539769610532
RF03019,mafft,0.6548342923536572
RF03021,mafft,0.8640497982661017
RF03025,mafft,0.888663967611336
RF03032,mafft,0.8427348776947945
RF03051,mafft,0.9967012252591896
RF03052,mafft,0.652245393631867
RF03064,mafft,0.8172612375919576
RF03067,mafft,0.8855580062517957
RF03070,mafft,0.7791297207877673
RF03084,mafft,0.6568899941486249
RF03086,mafft,0.7800819357967866
RF03103,mafft,0.819683908045977
RF03105,mafft,0.9092997128947696
RF03113,mafft,0.7965340179717587
RF03117,mafft,0.3850889192886457
RF03128,mafft,0.7082117361828223
RF03129,mafft,0.8165477258251115
RF03140,mafft,0.7574584560192236
RF03141,mafft,0.902724898539018
RF03142,mafft,0.5619813625943912
RF03152,mafft,0.8895755597014925
RF03161,mafft,0.7945424053868863
RF03168,mafft,0.8647469458987783
RF03182,mafft,1.0
RF03187,mafft,1.0
RF03197,mafft,1.0
RF03199,mafft,0.9932432432432432
RF03218,mafft,0.8761609907120743
RF03228,mafft,1.0
RF03243,mafft,1.0
RF03244,mafft,1.0
RF03255,mafft,1.0
RF03256,mafft,1.0
RF03268,mafft,1.0
RF03269,mafft,0.8947368421052632
RF03279,mafft,1.0
RF03284,mafft,0.95
RF03298,mafft,1.0
RF03305,mafft,0.984
RF03308,mafft,0.96875
RF03309,mafft,1.0
RF03320,mafft,1.0
RF03325,mafft,1.0
RF03329,mafft,1.0
RF03330,mafft,0.8729559748427673
RF03333,mafft,1.0
RF03343,mafft,1.0
RF03344,mafft,1.0
RF03351,mafft,1.0
RF03357,mafft,1.0
RF03365,mafft,1.0
RF03372,mafft,0.950413223140496
RF03373,mafft,1.0
RF03374,mafft,0.9532019704433498
RF03379,mafft,0.989769820971867
RF03386,mafft,0.6781914893617021
RF03388,mafft,1.0
RF03389,mafft,1.0
RF03401,mafft,1.0
RF03410,mafft,1.0
RF03426,mafft,1.0
RF03438,mafft,1.0
RF03439,mafft,1.0
RF03453,mafft,1.0
RF03455,mafft,1.0
RF03457,mafft,1.0
RF03458,mafft,1.0
RF03459,mafft,0.9913793103448276
RF03474,mafft,1.0
RF03488,mafft,1.0
RF03499,mafft,0.9797979797979798
RF03504,mafft,1.0
RF03525,mafft,0.9905405405405404
RF03526,mafft,1.0
RF03527,mafft,0.9871244635193132
RF03536,mafft,0.7952786988788884
RF03550,mafft,1.0
RF03564,mafft,1.0
RF03578,mafft,1.0
RF03584,mafft,1.0
RF03591,mafft,1.0
RF03594,mafft,0.9883720930232558
RF03602,mafft,1.0
RF03608,mafft,1.0
RF03613,mafft,1.0
RF03619,mafft,1.0
RF03621,mafft,1.0
RF03622,mafft,1.0
RF03628,mafft,1.0
RF03647,mafft,1.0
RF03675,mafft,1.0
RF03677,mafft,1.0
RF03697,mafft,1.0
RF03701,mafft,0.6923076923076923
RF03712,mafft,0.9809523809523808
RF03724,mafft,1.0
RF03731,mafft,0.9703908409001184
RF03736,mafft,1.0
RF03739,mafft,1.0
RF03742,mafft,0.9866666666666668
RF03744,mafft,0.9629629629629628
RF03746,mafft,1.0
RF03749,mafft,0.9285714285714286
RF03755,mafft,1.0
RF03762,mafft,0.976
RF03764,mafft,1.0
RF03766,mafft,1.0
RF03768,mafft,1.0
RF03775,mafft,1.0
RF03783,mafft,1.0
RF03784,mafft,1.0
RF03793,mafft,0.9637305699481864
RF03800,mafft,1.0
RF03813,mafft,1.0
RF03814,mafft,0.979002624671916
RF03820,mafft,0.8227848101265823
RF03827,mafft,1.0
RF03830,mafft,1.0
RF03831,mafft,1.0
RF03845,mafft,0.9886363636363636
RF03856,mafft,1.0
RF03859,mafft,1.0
RF03878,mafft,1.0
RF03886,mafft,0.7692307692307693
RF03894,mafft,0.9873417721518988
RF03897,mafft,0.9759036144578314
RF03905,mafft,0.9772727272727272
RF03909,mafft,1.0
RF03912,mafft,1.0
RF03918,mafft,0.9482758620689656
RF03927,mafft,0.8939393939393939
RF03941,mafft,1.0
RF03951,mafft,1.0
RF03953,mafft,1.0
RF03956,mafft,1.0
RF03958,mafft,0.978021978021978
RF03959,mafft,0.8695652173913043
RF03984,mafft,1.0
RF03987,mafft,0.7821782178217822
RF03990,mafft,1.0
RF03995,mafft,0.97667638483965
RF04006,mafft,1.0
RF04012,mafft,1.0
RF04021,mafft,0.974025974025974
RF04024,mafft,1.0
RF04029,mafft,1.0
RF04030,mafft,1.0
RF04040,mafft,1.0
RF04045,mafft,0.9694477085781432
RF04059,mafft,0.9686520376175548
RF04060,mafft,0.8907103825136612
RF04067,mafft,1.0
RF04071,mafft,0.9233226837060704
RF04089,mafft,0.9657534246575342
RF04096,mafft,0.7215189873417721
RF04097,mafft,0.9488340620445554
RF04100,mafft,0.996387623684624
RF04101,mafft,1.0
RF04106,mafft,0.984189723320158
RF04111,mafft,1.0
RF04113,mafft,0.8111111111111111
RF04126,mafft,1.0
RF04143,mafft,0.9795221843003412
RF04151,mafft,0.9637305699481864
RF04152,mafft,1.0
RF04156,mafft,0.9472924187725632
RF04159,mafft,0.7228260869565217
RF04160,mafft,0.968421052631579
RF04169,mafft,0.9957446808510638
RF04173,mafft,0.9808917197452228
RF04178,mafft,0.935483870967742
RF04179,mafft,0.8358758548132562
RF04191,mafft,0.9015177160911758
RF04209,mafft,0.7306122448979592
RF04215,mafft,1.0
RF04219,mafft,1.0
RF04221,mafft,1.0
RF04225,mafft,0.8011695906432749
RF04226,mafft,0.9984145641418144
RF04229,mafft,1.0
RF04233,mafft,0.99
RF04238,mafft,0.847457627118644
RF04246,mafft,0.9555555555555556
RF04257,mafft,0.9915611814345991
RF04265,mafft,0.9861111111111112
RF04276,mafft,0.8686605981794538
RF04285,mafft,1.0
RF04288,mafft,0.9818652849740932
RF04295,mafft,0.95888488282256
RF04298,mafft,0.7258064516129032
RF04301,mafft,1.0
RF04310,mafft,0.7965102842616131
RF00009,clustal,0.4749533832880321
RF00024,clustal,0.6640040233016219
RF00026,clustal,0.7035253832901358
RF00027,clustal,0.8375516339956232
RF00032,clustal,0.7014962980191495
RF00034,clustal,0.6413188952427302
RF00044,clustal,1.0
RF00045,clustal,0.8628496739881614
RF00052,clustal,0.8812615955473099
RF00053,clustal,0.792196147543518
RF00062,clustal,0.7477102414654455
RF00070,clustal,0.9128409846972722
RF00071,clustal,0.871292450525287
RF00074,clustal,0.8038311311490045
RF00085,clustal,0.8657842300028465
RF00097,clustal,0.9977536503182328
RF00104,clustal,0.8886304222606229
RF00110,clustal,0.8690858980248047
RF00111,clustal,0.8350843680356574
RF00124,clustal,0.983284169124877
RF00128,clustal,0.9076683837107592
RF00136,clustal,0.9469425499942205
RF00138,clustal,0.9779874213836478
RF00144,clustal,0.9910163678419552
RF00147,clustal,0.8763900080580177
RF00156,clustal,0.939202016098948
RF00159,clustal,0.9718543046357616
RF00163,clustal,0.7219588376373474
RF00173,clustal,0.9881422924901184
RF00180,clustal,0.9957446808510638
RF00181,clustal,0.9273602799306714
RF00182,clustal,0.9819651741293532
RF00186,clustal,0.9298177754856456
RF00191,clustal,0.9631401660623484
RF00200,clustal,0.8532326569136385
RF00202,clustal,0.9322820037105752
RF00206,clustal,0.8480228390937253
RF00211,clustal,0.9157279933249896
RF00213,clustal,0.5955623565416985
RF00217,clustal,0.9497798793412684
RF00223,clustal,0.930318412551915
RF00226,clustal,0.6649345250467679
RF00230,clustal,0.5696852447613251
RF00231,clustal,0.9599431208413822
RF00238,clustal,0.8428809818592884
RF00247,clustal,0.8052164261931187
RF00248,clustal,0.9711657658551098
RF00255,clustal,0.9843995309922692
RF00256,clustal,0.8924236046805286
RF00263,clustal,0.9593392028779704
RF00266,clustal,0.9214887018165708
RF00267,clustal,0.8454848701453419
RF00268,clustal,0.9891891891891892
RF00273,clustal,0.8714118782705889
RF00280,clustal,0.952154531946508
RF00284,clustal,0.949000731172313
RF00302,clustal,0.9025738626064892
RF00310,clustal,1.0
RF00312,clustal,0.9651767151767152
RF00322,clustal,0.9818031430934656
RF00329,clustal,0.9828843106180666
RF00332,clustal,0.9132075471698112
RF00335,clustal,0.8178870474817999
RF00336,clustal,0.9592391304347826
RF00339,clustal,0.9561457689932056
RF00344,clustal,0.9743223965763196
RF00348,clustal,1.0
RF00360,clustal,0.8092019755653757
RF00368,clustal,0.681688654353562
RF00371,clustal,0.9047619047619048
RF00387,clustal,0.96630615640599
RF00393,clustal,0.9971098265895952
RF00396,clustal,0.827655878243136
RF00400,clustal,0.9323676323676324
RF00404,clustal,0.9185392344964391
RF00405,clustal,0.9616313929034856
RF00411,clustal,0.9584221748400852
RF00426,clustal,0.8615071984569814
RF00429,clustal,0.922164701589546
RF00432,clustal,0.9649607135272882
RF00433,clustal,0.9822458943630714
RF00448,clustal,0.904621435594887
RF00451,clustal,0.7850755916256689
RF00455,clustal,0.8607027589687953
RF00462,clustal,1.0
RF00479,clustal,0.8045602605863192
RF00483,clustal,0.9606251878569282
RF00487,clustal,0.9498831293826482
RF00494,clustal,0.9565894369706028
RF00503,clustal,0.5783284795867905
RF00517,clustal,0.9759146608838466
RF00520,clustal,0.8969505783385909
RF00521,clustal,0.8567829680733703
RF00526,clustal,0.8728552573691157
RF00527,clustal,0.8319567074907434
RF00531,clustal,0.8201473033974815
RF00533,clustal,0.8962851621215374
RF00537,clustal,0.7628722311867391
RF00553,clustal,0.8284032832584791
RF00554,clustal,0.9834373564615924
RF00558,clustal,0.600690416495154
RF00560,clustal,0.9909905431084008
RF00569,clustal,0.9262774145014756
RF00570,clustal,0.9205025833724754
RF00580,clustal,0.9599197608558842
RF00601,clustal,0.951900698215671
RF00602,clustal,0.935880811876472
RF00611,clustal,0.8793342579750347
RF00613,clustal,0.95737309249455
RF00619,clustal,0.734219493921744
RF00629,clustal,0.9367778217125784
RF00635,clustal,0.9908616187989556
RF00636,clustal,0.9868152550767708
RF00641,clustal,0.9175513163990896
RF00642,clustal,0.9068951243570774
RF00647,clustal,1.0
RF00658,clustal,0.963172701033941
RF00687,clustal,1.0
RF00692,clustal,0.831229546517064
RF00719,clustal,1.0
RF00727,clustal,0.947509756883526
RF00730,clustal,0.8779299968324359
RF00737,clustal,0.9954436147323124
RF00756,clustal,1.0
RF00758,clustal,1.0
RF00760,clustal,0.9884978145847712
RF00768,clustal,1.0
RF00770,clustal,0.9962738705170004
RF00783,clustal,1.0
RF00791,clustal,0.9324116743471582
RF00825,clustal,0.9716353111432706
RF00830,clustal,0.8838174273858921
RF00845,clustal,0.980561555075594
RF00849,clustal,1.0
RF00850,clustal,0.982608695652174
RF00851,clustal,0.983739837398374
RF00852,clustal,0.9681372549019608
RF00857,clustal,0.9833729216152018
RF00870,clustal,1.0
RF00873,clustal,0.9405228758169936
RF00884,clustal,0.7816593886462883
RF00888,clustal,0.9858906525573192
RF00893,clustal,1.0
RF00911,clustal,1.0
RF00912,clustal,0.9210747271200672
RF00922,clustal,1.0
RF00934,clustal,1.0
RF00950,clustal,0.8690358670615334
RF00956,clustal,0.8901960784313725
RF00963,clustal,1.0
RF00965,clustal,1.0
RF00976,clustal,1.0
RF00983,clustal,1.0
RF00991,clustal,0.9896473633128438
RF01003,clustal,1.0
RF01006,clustal,1.0
RF01020,clustal,1.0
RF01064,clustal,1.0
RF01067,clustal,0.8435596689907701
RF01084,clustal,0.6755464480874317
RF01087,clustal,0.9977558348294434
RF01104,clustal,1.0
RF01106,clustal,1.0
RF01123,clustal,0.9881656804733728
RF01127,clustal,0.9788359788359788
RF01130,clustal,1.0
RF01137,clustal,0.8
RF01139,clustal,0.8149898717083052
RF01140,clustal,0.4067584480600751
RF01141,clustal,0.8111111111111111
RF01151,clustal,0.9684593610998788
RF01159,clustal,0.903148569376272
RF01163,clustal,0.9002267573696145
RF01164,clustal,0.9603571428571428
RF01173,clustal,0.990302432610125
RF01174,clustal,0.90395614871306
RF01176,clustal,0.8357175819104753
RF01178,clustal,0.8627380952380952
RF01181,clustal,0.9186764534545032
RF01197,clustal,0.9578947368421052
RF01204,clustal,0.9653767820773932
RF01222,clustal,0.9945205479452056
RF01227,clustal,0.830925419757907
RF01232,clustal,0.965166908563135
RF01241,clustal,0.9605477353250982
RF01244,clustal,0.8518722466960352
RF01257,clustal,0.8523199733909862
RF01262,clustal,0.9535324798482692
RF01277,clustal,0.9255627009646302
RF01280,clustal,0.9079328314997104
RF01287,clustal,0.7288261515601783
RF01292,clustal,0.9075778590341698
RF01306,clustal,1.0
RF01327,clustal,1.0
RF01335,clustal,1.0
RF01342,clustal,1.0
RF01353,clustal,1.0
RF01360,clustal,1.0
RF01361,clustal,1.0
RF01365,clustal,1.0
RF01386,clustal,0.9288537549407114
RF01388,clustal,1.0
RF01394,clustal,0.7780456573497929
RF01413,clustal,0.8342173430368817
RF01417,clustal,0.9800717910632504
RF01418,clustal,1.0
RF01423,clustal,0.7493237150586114
RF01434,clustal,0.9757575757575756
RF01475,clustal,0.9957081545064378
RF01477,clustal,1.0
RF01480,clustal,0.9894736842105264
RF01492,clustal,0.6537109267703126
RF01495,clustal,0.9148727984344422
RF01499,clustal,0.8557844690966719
RF01500,clustal,0.6717248356095094
RF01502,clustal,0.4585056333636129
RF01504,clustal,0.4748878923766816
RF01510,clustal,0.9630606860158312
RF01517,clustal,0.9615975422427036
RF01523,clustal,0.8012618296529969
RF01529,clustal,0.7596153846153846
RF01534,clustal,0.9523809523809524
RF01540,clustal,0.9863301787592008
